datetimeisoformat,Ch1-S,Ch2-D,PC3,PE4
2022-06-02T01:31:44.799695+00:00,0.18,0.32,0.08,0.21
2022-06-02T01:32:43.683070+00:00,0.21,0.36,0.07,0.21
2022-06-02T01:33:44.335655+00:00,0.2,0.35,0.06,0.21
2022-06-02T01:34:44.803404+00:00,0.21,0.37,0.06,0.21
2022-06-02T01:35:43.711334+00:00,0.19,0.31,0.06,0.22
2022-06-02T01:36:44.430372+00:00,0.2,0.31,0.05,0.21
2022-06-02T01:37:45.002250+00:00,0.2,0.34,0.08,0.22
2022-06-02T01:38:44.567458+00:00,0.2,0.31,0.04,0.22
2022-06-02T01:39:45.161359+00:00,0.18,0.35,0.07,0.21
2022-06-02T01:40:44.095253+00:00,0.19,0.28,0.06,0.21
2022-06-02T01:41:44.652783+00:00,0.23,0.36,0.07,0.22
2022-06-02T01:42:45.158489+00:00,0.23,0.29,0.08,0.21
2022-06-02T01:43:44.017683+00:00,0.25,0.3,0.08,0.21
2022-06-02T01:44:44.637880+00:00,0.21,0.32,0.07,0.22
2022-06-02T01:45:43.655779+00:00,0.19,0.32,0.08,0.22
2022-06-02T01:46:44.299253+00:00,0.24,0.28,0.04,0.23
2022-06-02T01:47:44.826871+00:00,0.21,0.32,0.06,0.22
2022-06-02T01:48:43.728315+00:00,0.23,0.32,0.03,0.22
2022-06-02T01:49:44.241539+00:00,0.21,0.32,0.06,0.22
2022-06-02T01:50:44.743065+00:00,0.18,0.32,0.07,0.22
2022-06-02T01:51:43.622180+00:00,0.2,0.3,0.08,0.22
2022-06-02T01:52:44.247330+00:00,0.18,0.29,0.06,0.23
2022-06-02T01:53:44.903147+00:00,0.2,0.33,0.06,0.22
2022-06-02T01:54:44.048428+00:00,0.18,0.3,0.06,0.22
2022-06-02T01:55:44.557692+00:00,0.22,0.32,0.06,0.22
2022-06-02T01:56:45.082296+00:00,0.21,0.31,0.06,0.22
2022-06-02T01:57:43.943878+00:00,0.19,0.33,0.06,0.21
2022-06-02T01:58:44.518369+00:00,0.23,0.31,0.06,0.22
2022-06-02T01:59:45.009838+00:00,0.19,0.35,0.05,0.22
2022-06-02T02:00:44.038351+00:00,0.21,0.31,0.07,0.22
2022-06-02T02:01:44.509092+00:00,0.21,0.32,0.05,0.21
2022-06-02T02:02:44.962112+00:00,0.19,0.31,0.04,0.22
2022-06-02T02:03:43.840092+00:00,0.22,0.33,0.06,0.21
2022-06-02T02:04:44.511278+00:00,0.21,0.36,0.06,0.21
2022-06-02T02:05:45.043206+00:00,0.18,0.3,0.07,0.22
2022-06-02T02:06:44.068797+00:00,0.19,0.34,0.03,0.22
2022-06-02T02:07:44.529161+00:00,0.21,0.3,0.1,0.22
2022-06-02T02:08:43.644051+00:00,0.2,0.35,0.06,0.22
2022-06-02T02:09:44.153588+00:00,0.19,0.33,0.05,0.21
2022-06-02T02:10:44.680136+00:00,0.22,0.27,0.09,0.21
2022-06-02T02:11:43.955651+00:00,0.19,0.32,0.08,0.22
2022-06-02T02:12:44.690142+00:00,0.19,0.3,0.06,0.21
2022-06-02T02:13:43.721353+00:00,0.21,0.31,0.1,0.22
2022-06-02T02:14:44.163066+00:00,0.2,0.28,0.06,0.22
2022-06-02T02:15:44.604447+00:00,0.21,0.31,0.08,0.21
2022-06-02T02:16:45.144531+00:00,0.26,0.33,0.03,0.22
2022-06-02T02:17:44.090683+00:00,0.2,0.34,0.08,0.22
2022-06-02T02:18:44.612071+00:00,0.23,0.34,0.08,0.21
2022-06-02T02:19:45.180209+00:00,0.18,0.32,0.05,0.22
2022-06-02T02:20:44.353775+00:00,0.26,0.3,0.05,0.21
2022-06-02T02:21:43.934935+00:00,0.16,0.32,0.08,0.22
2022-06-02T02:22:44.475692+00:00,0.2,0.32,0.08,0.22
2022-06-02T02:23:45.067761+00:00,0.18,0.29,0.07,0.21
2022-06-02T02:24:43.926955+00:00,0.19,0.3,0.03,0.21
2022-06-02T02:25:44.494449+00:00,0.19,0.33,0.07,0.21
2022-06-02T02:26:45.101147+00:00,0.23,0.28,0.06,0.23
2022-06-02T02:27:44.020575+00:00,0.15,0.33,0.04,0.22
2022-06-02T02:28:44.636497+00:00,0.19,0.35,0.06,0.21
2022-06-02T02:29:43.753680+00:00,0.19,0.34,0.07,0.21
2022-06-02T02:30:44.298685+00:00,0.15,0.33,0.04,0.22
2022-06-02T02:31:44.934720+00:00,0.15,0.32,0.05,0.22
2022-06-02T02:32:43.846891+00:00,0.19,0.31,0.08,0.21
2022-06-02T02:33:44.408488+00:00,0.17,0.33,0.04,0.22
2022-06-02T02:34:45.173411+00:00,0.14,0.32,0.04,0.22
2022-06-02T02:35:44.174603+00:00,0.16,0.33,0.03,0.22
2022-06-02T02:36:44.648720+00:00,0.16,0.36,0.1,0.21
2022-06-02T02:37:45.159113+00:00,0.16,0.33,0.05,0.21
2022-06-02T02:38:44.120438+00:00,0.19,0.33,0.04,0.22
2022-06-02T02:39:44.705858+00:00,0.19,0.34,0.06,0.23
2022-06-02T02:40:43.640242+00:00,0.22,0.34,0.07,0.22
2022-06-02T02:41:44.228429+00:00,0.15,0.37,0.06,0.22
2022-06-02T02:42:44.877141+00:00,0.17,0.34,0.05,0.22
2022-06-02T02:43:43.732982+00:00,0.19,0.32,0.04,0.23
2022-06-02T02:44:44.273329+00:00,0.25,0.31,0.05,0.22
2022-06-02T02:45:44.761851+00:00,0.17,0.33,0.04,0.21
2022-06-02T02:46:43.785740+00:00,0.21,0.34,0.07,0.22
2022-06-02T02:47:44.395299+00:00,0.18,0.36,0.06,0.22
2022-06-02T02:48:44.869270+00:00,0.16,0.34,0.08,0.22
2022-06-02T02:49:43.823761+00:00,0.19,0.33,0.09,0.23
2022-06-02T02:50:44.331086+00:00,0.21,0.35,0.09,0.22
2022-06-02T02:51:44.891193+00:00,0.16,0.33,0.07,0.22
2022-06-02T02:52:43.972988+00:00,0.18,0.32,0.02,0.23
2022-06-02T02:53:44.439579+00:00,0.19,0.33,0.04,0.23
2022-06-02T02:54:44.972357+00:00,0.25,0.36,0.06,0.22
2022-06-02T02:55:43.894984+00:00,0.17,0.32,0.07,0.21
2022-06-02T02:56:44.486929+00:00,0.22,0.36,0.06,0.22
2022-06-02T02:57:44.970506+00:00,0.19,0.35,0.08,0.22
2022-06-02T02:58:43.943910+00:00,0.18,0.32,0.06,0.22
2022-06-02T02:59:44.498387+00:00,0.15,0.35,0.07,0.22
