"datetimeisoformat","year","month","day","hour","minute","second","tmp1","tmp2","tmp3","tmp4","tmp5","tmp6","tmp7","tmp8","tmp9","tmp10","tmp11","tmp12","tmp13"
2022-09-11 12:00:00,2022,9,11,12,0,0,24.13,23.87,23.61,23.56,23.42,22.86,20.39,15.23,13.73,12.47,11.02,9.56,8.85
2022-09-12 12:00:00,2022,9,12,12,0,0,24.27,23.91,23.64,23.62,23.51,22.7,20.8,15.36,13.86,12.53,10.93,9.04,8.46
2022-09-13 12:00:00,2022,9,13,12,0,0,24.22,23.96,23.68,23.56,23.41,22.94,20.66,15.73,13.85,12.2,10.72,9.19,8.54
