datetimeisoformat,Ch1-S,Ch2-D,PC3,PE4
2022-03-22T00:05:48.089239+00:00,0.37,0.28,0.05,0.12
2022-03-22T00:05:58.274188+00:00,0.41,0.31,0.09,0.12
2022-03-22T00:06:08.124113+00:00,0.45,0.27,0.06,0.15
2022-03-22T00:06:17.980095+00:00,0.39,0.32,0.06,0.12
2022-03-22T00:06:28.918544+00:00,0.38,0.31,0.09,0.14
2022-03-22T00:06:38.819151+00:00,0.34,0.27,0.05,0.12
2022-03-22T00:06:48.753437+00:00,0.41,0.39,0.07,0.09
2022-03-22T00:06:58.740053+00:00,0.36,0.32,0.05,0.11
2022-03-22T00:07:08.675736+00:00,0.35,0.24,0,0.1
2022-03-22T00:07:18.543446+00:00,0.32,0.26,0.04,0.13
2022-03-22T00:07:28.405089+00:00,0.38,0.3,0.05,0.12
2022-03-22T00:07:38.327389+00:00,0.37,0.35,0.08,0.12
2022-03-22T00:07:48.213709+00:00,0.39,0.22,0.05,0.11
2022-03-22T00:07:58.081989+00:00,0.38,0.3,0.05,0.11
2022-03-22T00:08:07.969042+00:00,0.38,0.24,0.06,0.12
2022-03-22T00:08:17.746042+00:00,0.56,0.33,0.04,0.12
2022-03-22T00:08:29.210613+00:00,0.36,0.3,0.05,0.11
2022-03-22T00:08:39.074555+00:00,0.33,0.26,0.03,0.11
2022-03-22T00:08:48.961502+00:00,0.42,0.31,0.06,0.13
2022-03-22T00:08:58.822200+00:00,0.36,0.3,0.06,0.09
2022-03-22T00:09:08.659884+00:00,0.4,0.3,0.05,0.11
2022-03-22T00:09:18.525643+00:00,0.41,0.5,0.06,0.11
2022-03-22T00:09:28.363855+00:00,0.37,0.32,0.06,0.13
2022-03-22T00:09:38.211813+00:00,0.39,0.29,0.04,0.11
2022-03-22T00:09:48.169945+00:00,0.37,0.26,0.04,0.11
2022-03-22T00:09:58.056233+00:00,0.34,0.23,0.06,0.11
2022-03-22T00:10:07.905519+00:00,0.41,0.32,0.03,0.11
2022-03-22T00:10:17.756111+00:00,0.54,0.39,0.06,0.11
2022-03-22T00:10:29.221993+00:00,0.44,0.29,0.05,0.11
2022-03-22T00:10:39.080410+00:00,0.44,0.47,0.03,0.1
2022-03-22T00:10:48.913315+00:00,0.39,0.34,0.07,0.13
2022-03-22T00:10:58.770103+00:00,0.3,0.28,0.03,0.1
2022-03-22T00:11:08.720070+00:00,0.46,0.36,0.08,0.11
2022-03-22T00:11:18.583970+00:00,0.42,0.3,0.02,0.12
2022-03-22T00:11:28.419897+00:00,0.36,0.32,0.04,0.1
2022-03-22T00:11:38.264098+00:00,0.39,0.31,0.05,0.09
2022-03-22T00:11:48.116905+00:00,0.47,0.4,0.05,0.09
2022-03-22T00:11:57.991520+00:00,0.36,0.28,0.01,0.11
2022-03-22T00:12:07.904504+00:00,0.45,0.27,0.04,0.12
2022-03-22T00:12:17.786753+00:00,0.37,0.5,0.06,0.11
2022-03-22T00:12:27.679302+00:00,0.34,0.34,0.02,0.12
2022-03-22T00:12:39.143975+00:00,0.34,0.32,0.07,0.11
2022-03-22T00:12:49.024889+00:00,0.48,0.37,0.08,0.12
2022-03-22T00:12:59.165530+00:00,0.38,0.26,0.04,0.11
2022-03-22T00:13:09.062439+00:00,0.39,0.42,0.07,0.1
2022-03-22T00:13:18.926061+00:00,0.46,0.3,0.06,0.18
2022-03-22T00:13:28.794682+00:00,0.43,0.4,0.05,0.11
2022-03-22T00:13:38.681561+00:00,0.43,0.33,0.06,0.13
2022-03-22T00:13:48.623746+00:00,0.37,1.02,0.04,0.13
2022-03-22T00:13:58.462476+00:00,0.44,0.31,0.02,0.17
2022-03-22T00:14:08.311135+00:00,0.33,0.4,0.04,0.13
2022-03-22T00:14:18.237617+00:00,0.34,0.31,0.03,0.1
2022-03-22T00:14:28.176124+00:00,0.33,0.62,0.03,0.09
2022-03-22T00:14:38.036150+00:00,0.41,0.29,0.05,0.1
2022-03-22T00:14:47.930838+00:00,0.41,0.39,0.1,0.11
2022-03-22T00:14:57.814745+00:00,0.39,0.26,0.03,0.11
2022-03-22T00:15:07.774876+00:00,0.39,0.3,0.07,0.11
2022-03-22T00:15:17.679248+00:00,0.38,0.28,0.04,0.14
2022-03-22T00:15:29.104501+00:00,0.32,0.24,0.03,0.13
2022-03-22T00:15:38.984740+00:00,0.35,0.3,0.06,0.11
2022-03-22T00:15:49.098394+00:00,0.37,0.3,0.03,0.12
2022-03-22T00:15:58.985515+00:00,0.54,0.5,0.05,0.12
2022-03-22T00:16:08.874908+00:00,0.64,0.29,0.04,0.12
2022-03-22T00:16:18.884087+00:00,0.54,0.28,0.05,0.12
2022-03-22T00:16:28.797944+00:00,0.34,0.32,0.08,0.13
2022-03-22T00:16:38.661788+00:00,0.42,0.32,0.06,0.11
2022-03-22T00:16:48.551407+00:00,0.36,0.28,0.02,0.11
2022-03-22T00:16:58.416625+00:00,0.35,0.33,0.04,0.11
2022-03-22T00:17:08.303583+00:00,0.35,0.44,0.04,0.11
2022-03-22T00:17:18.178754+00:00,0.39,0.26,0.04,0.27
2022-03-22T00:17:28.018945+00:00,0.44,0.45,0.05,0.12
2022-03-22T00:17:37.901177+00:00,0.4,0.27,0.04,0.12
2022-03-22T00:17:47.797554+00:00,0.3,0.4,0.06,0.11
2022-03-22T00:17:58.544979+00:00,0.47,0.3,0.05,0.12
2022-03-22T00:18:08.416006+00:00,0.42,0.28,0.06,0.12
2022-03-22T00:18:18.303185+00:00,0.41,0.32,0.06,0.13
2022-03-22T00:18:28.214065+00:00,0.28,0.31,0.02,0.11
2022-03-22T00:18:38.097554+00:00,0.46,0.43,0.03,0.13
2022-03-22T00:18:47.977442+00:00,0.42,0.47,0.03,0.11
2022-03-22T00:18:57.992009+00:00,0.34,0.5,0.04,0.13
2022-03-22T00:19:07.875388+00:00,0.42,0.28,0.08,0.13
2022-03-22T00:19:17.737512+00:00,0.4,0.31,0.04,0.12
2022-03-22T00:19:29.220564+00:00,0.34,0.37,0.07,0.13
2022-03-22T00:19:39.093401+00:00,0.4,0.37,0.07,0.11
2022-03-22T00:19:48.991784+00:00,0.4,0.28,0.05,0.24
2022-03-22T00:19:58.898951+00:00,0.36,0.51,0.04,0.1
2022-03-22T00:20:08.805080+00:00,0.35,0.36,0.06,0.11
2022-03-22T00:20:18.689929+00:00,0.4,0.28,0.06,0.11
2022-03-22T00:20:28.693591+00:00,0.37,0.41,0.05,0.11
2022-03-22T00:20:38.574623+00:00,0.43,0.32,0.06,0.11
2022-03-22T00:20:48.307387+00:00,0.45,0.32,0.03,0.11
2022-03-22T00:20:58.181759+00:00,0.38,0.33,0.06,0.11
2022-03-22T00:21:08.022492+00:00,0.36,0.29,0.07,0.1
2022-03-22T00:21:17.889032+00:00,0.35,0.43,0.06,0.13
2022-03-22T00:21:27.843058+00:00,0.72,0.37,0.04,0.1
2022-03-22T00:21:37.874001+00:00,0.33,0.33,0.04,0.15
2022-03-22T00:21:47.725040+00:00,0.79,0.31,0.08,0.15
2022-03-22T00:21:59.209598+00:00,0.44,0.38,0.1,0.17
2022-03-22T00:22:09.082578+00:00,0.41,0.26,0.04,0.16
2022-03-22T00:22:18.982959+00:00,0.39,0.3,0.03,0.11
2022-03-22T00:22:28.874125+00:00,0.41,0.28,0.04,0.14
2022-03-22T00:22:38.770706+00:00,0.41,0.29,0.05,0.13
2022-03-22T00:22:48.622686+00:00,0.35,0.47,0.03,0.11
2022-03-22T00:22:58.496221+00:00,0.54,0.32,0.1,0.18
2022-03-22T00:23:08.369615+00:00,0.58,0.26,0.03,0.11
2022-03-22T00:23:18.131538+00:00,0.4,0.26,0.05,0.1
2022-03-22T00:23:27.997533+00:00,0.33,0.35,0.04,0.18
2022-03-22T00:23:37.873075+00:00,0.62,0.28,0.02,0.31
2022-03-22T00:23:47.812595+00:00,0.41,0.28,0.05,0.13
2022-03-22T00:23:57.688528+00:00,0.43,0.3,0.07,0.27
2022-03-22T00:24:09.161953+00:00,0.58,0.41,0.04,0.19
2022-03-22T00:24:19.038680+00:00,0.41,0.23,0.05,0.13
2022-03-22T00:24:28.941972+00:00,0.42,0.26,0.02,0.12
2022-03-22T00:24:38.819976+00:00,0.38,0.41,0.08,0.12
2022-03-22T00:24:48.679328+00:00,0.29,0.4,0.04,0.14
2022-03-22T00:24:58.524700+00:00,0.33,0.34,0.06,0.11
2022-03-22T00:25:08.408824+00:00,0.39,0.27,0.06,0.16
2022-03-22T00:25:18.291787+00:00,0.39,0.57,0.03,0.13
2022-03-22T00:25:28.153620+00:00,0.4,0.25,0.03,0.15
2022-03-22T00:25:38.043440+00:00,0.31,0.28,0.04,0.1
2022-03-22T00:25:48.605306+00:00,0.38,0.3,0.04,0.2
2022-03-22T00:25:58.523651+00:00,0.41,0.5,0.06,0.17
2022-03-22T00:26:08.375488+00:00,0.38,0.27,0.02,0.24
2022-03-22T00:26:18.270576+00:00,0.34,0.25,0.06,0.11
2022-03-22T00:26:28.290648+00:00,0.39,0.26,0.06,0.11
2022-03-22T00:26:38.219179+00:00,0.44,0.28,0.03,0.1
2022-03-22T00:26:48.069363+00:00,0.44,0.4,0.04,0.24
2022-03-22T00:26:57.954453+00:00,0.39,0.28,0.04,0.15
2022-03-22T00:27:07.814965+00:00,0.38,0.5,0.09,0.12
2022-03-22T00:27:17.713151+00:00,0.41,0.28,0.05,0.11
2022-03-22T00:27:29.201172+00:00,0.38,0.28,0.08,0.11
2022-03-22T00:27:39.147942+00:00,0.37,0.25,0.04,0.1
2022-03-22T00:27:49.003981+00:00,0.45,0.43,0.07,0.11
2022-03-22T00:27:58.858254+00:00,0.35,0.29,0.06,0.12
2022-03-22T00:28:08.713797+00:00,0.41,0.29,0.06,0.13
2022-03-22T00:28:18.559801+00:00,0.45,0.36,0.04,0.11
2022-03-22T00:28:28.429868+00:00,0.47,0.3,0.05,0.11
2022-03-22T00:28:38.287718+00:00,0.39,0.23,0.07,0.13
2022-03-22T00:28:48.154768+00:00,0.36,0.39,0.04,0.11
2022-03-22T00:28:58.034142+00:00,0.44,0.29,0.03,0.1
2022-03-22T00:29:07.895103+00:00,0.4,0.44,0.04,0.13
2022-03-22T00:29:17.865235+00:00,0.37,0.33,0.04,0.12
2022-03-22T00:29:27.788697+00:00,0.4,0.34,0.06,0.1
2022-03-22T00:29:37.646338+00:00,0.41,0.29,0.04,0.12
2022-03-22T00:29:49.123584+00:00,0.43,0.28,0.07,0.12
2022-03-22T00:29:59.038378+00:00,0.35,0.34,0.06,0.14
2022-03-22T00:30:08.889670+00:00,0.45,0.25,0.04,0.11
2022-03-22T00:30:18.842015+00:00,0.45,0.31,0.08,0.12
2022-03-22T00:30:28.689006+00:00,0.44,0.33,0.07,0.15
2022-03-22T00:30:38.618112+00:00,0.38,0.34,0.05,0.12
2022-03-22T00:30:48.505571+00:00,0.42,0.58,0.05,0.11
2022-03-22T00:30:58.358173+00:00,0.43,0.54,0.04,0.12
2022-03-22T00:31:08.254259+00:00,0.34,0.32,0.03,0.11
2022-03-22T00:31:18.152320+00:00,0.62,0.44,0.09,0.1
2022-03-22T00:31:28.024957+00:00,0.41,0.28,0.06,0.1
2022-03-22T00:31:37.951217+00:00,0.55,0.3,0.04,0.22
2022-03-22T00:31:47.823544+00:00,0.41,0.26,0.04,0.13
2022-03-22T00:31:57.690747+00:00,0.36,0.62,0.05,0.11
2022-03-22T00:32:09.220802+00:00,0.35,0.33,0.13,0.1
2022-03-22T00:32:19.110060+00:00,0.42,0.29,0.02,0.11
2022-03-22T00:32:29.043348+00:00,0.43,0.31,0.07,0.1
2022-03-22T00:32:38.883094+00:00,0.33,0.28,0.07,0.13
2022-03-22T00:32:48.775204+00:00,0.51,0.35,0.01,0.16
2022-03-22T00:32:58.656917+00:00,0.35,0.35,0.05,0.14
2022-03-22T00:33:08.536738+00:00,0.35,0.32,0.03,0.13
2022-03-22T00:33:18.440221+00:00,0.32,0.24,0.05,0.12
2022-03-22T00:33:28.275140+00:00,0.43,0.3,0.05,0.12
2022-03-22T00:33:38.208814+00:00,0.44,0.27,0.05,0.12
2022-03-22T00:33:48.145085+00:00,0.41,0.31,0.04,0.1
2022-03-22T00:33:58.028491+00:00,0.31,0.27,0.09,0.12
2022-03-22T00:34:08.048218+00:00,0.38,0.29,0.09,0.1
2022-03-22T00:34:17.841531+00:00,0.46,0.27,0.07,0.13
2022-03-22T00:34:27.719587+00:00,0.34,0.34,0.04,0.11
2022-03-22T00:34:37.627119+00:00,0.55,0.36,0.06,0.11
2022-03-22T00:34:49.166157+00:00,0.37,0.29,0.02,0.11
2022-03-22T00:34:59.088548+00:00,0.42,0.3,0.01,0.12
2022-03-22T00:35:08.969599+00:00,0.45,0.26,0.06,0.13
2022-03-22T00:35:18.853319+00:00,0.39,0.24,0.04,0.1
2022-03-22T00:35:28.777645+00:00,0.43,0.32,0.07,0.12
2022-03-22T00:35:38.663690+00:00,0.37,0.28,0.03,0.14
2022-03-22T00:35:48.540588+00:00,0.31,0.29,0.05,0.12
2022-03-22T00:35:58.415540+00:00,0.35,0.32,0.04,0.11
2022-03-22T00:36:08.246836+00:00,0.37,0.36,0.04,0.13
2022-03-22T00:36:18.158741+00:00,0.45,0.32,0.04,0.12
2022-03-22T00:36:28.193729+00:00,0.43,0.37,0.04,0.13
2022-03-22T00:36:38.087859+00:00,0.41,0.44,0.06,0.12
2022-03-22T00:36:47.941517+00:00,0.39,0.31,0.04,0.11
2022-03-22T00:36:57.807579+00:00,0.61,0.5,0.05,0.11
2022-03-22T00:37:07.663866+00:00,0.31,0.31,0.04,0.12
2022-03-22T00:37:19.142062+00:00,0.34,0.35,0.03,0.11
2022-03-22T00:37:29.025628+00:00,0.37,0.33,0.04,0.11
2022-03-22T00:37:38.877969+00:00,0.35,0.3,0.02,0.11
2022-03-22T00:37:48.764002+00:00,0.43,0.38,0.03,0.1
2022-03-22T00:37:58.639919+00:00,0.36,0.4,0.06,0.15
2022-03-22T00:38:08.518318+00:00,0.41,0.46,0.05,0.13
2022-03-22T00:38:18.437605+00:00,0.36,0.34,0.04,0.1
2022-03-22T00:38:28.330804+00:00,0.37,0.38,0.07,0.15
2022-03-22T00:38:38.198204+00:00,0.41,0.3,0.08,0.13
2022-03-22T00:38:48.047504+00:00,0.58,0.28,0.06,0.13
2022-03-22T00:38:57.935674+00:00,0.37,0.26,0.08,0.13
2022-03-22T00:39:07.807763+00:00,0.36,0.26,0.04,0.14
2022-03-22T00:39:17.689608+00:00,0.41,0.34,0.04,0.12
2022-03-22T00:39:29.167596+00:00,0.45,0.38,0.04,0.1
2022-03-22T00:39:39.043022+00:00,0.35,0.56,0.04,0.1
2022-03-22T00:39:48.947699+00:00,0.39,0.29,0.05,0.12
2022-03-22T00:39:58.855283+00:00,0.39,0.27,0.06,0.15
2022-03-22T00:40:08.786943+00:00,0.43,0.27,0.05,0.11
2022-03-22T00:40:18.649203+00:00,0.41,0.33,0.07,0.1
2022-03-22T00:40:28.528828+00:00,0.37,0.32,0.08,0.12
2022-03-22T00:40:38.387700+00:00,0.39,0.28,0.04,0.12
2022-03-22T00:40:48.275277+00:00,0.54,0.46,0.07,0.14
2022-03-22T00:40:58.152663+00:00,0.35,0.36,0.07,0.12
2022-03-22T00:41:08.044644+00:00,0.34,0.3,0.04,0.16
2022-03-22T00:41:17.917165+00:00,0.38,0.32,0.05,0.12
2022-03-22T00:41:27.800679+00:00,0.43,0.23,0.04,0.1
2022-03-22T00:41:37.680698+00:00,0.33,0.3,0.03,0.12
2022-03-22T00:41:49.175620+00:00,0.4,0.47,0.06,0.11
2022-03-22T00:41:59.062648+00:00,0.31,0.28,0.05,0.12
2022-03-22T00:42:08.920242+00:00,0.43,0.28,0.03,0.14
2022-03-22T00:42:18.806159+00:00,0.44,0.31,0.05,0.13
2022-03-22T00:42:28.666411+00:00,0.39,0.41,0.06,0.1
2022-03-22T00:42:38.554068+00:00,0.42,0.53,0.02,0.13
2022-03-22T00:42:48.483345+00:00,0.44,0.26,0.07,0.11
2022-03-22T00:42:58.370500+00:00,0.41,0.4,0.07,0.1
2022-03-22T00:43:08.279075+00:00,0.48,0.37,0.04,0.11
2022-03-22T00:43:18.165916+00:00,0.33,0.26,0.04,0.11
2022-03-22T00:43:28.033402+00:00,0.34,0.3,0.08,0.09
2022-03-22T00:43:37.884096+00:00,0.55,0.31,0.04,0.2
2022-03-22T00:43:47.764429+00:00,0.46,0.22,0.08,0.14
2022-03-22T00:43:57.617086+00:00,0.32,0.37,0.05,0.11
2022-03-22T00:44:09.158405+00:00,0.39,0.36,0.05,0.13
2022-03-22T00:44:19.047187+00:00,0.45,0.29,0.04,0.14
2022-03-22T00:44:28.920459+00:00,0.6,0.26,0.07,0.14
2022-03-22T00:44:38.791323+00:00,0.35,0.29,0.03,0.15
2022-03-22T00:44:48.687395+00:00,0.38,0.32,0.02,0.11
2022-03-22T00:44:58.545029+00:00,0.33,0.26,0.08,0.13
2022-03-22T00:45:08.410040+00:00,0.49,0.51,0.04,0.14
2022-03-22T00:45:18.299515+00:00,0.35,0.3,0.05,0.15
2022-03-22T00:45:28.184614+00:00,0.51,0.25,0.06,0.1
2022-03-22T00:45:38.070683+00:00,0.37,0.24,0.06,0.13
2022-03-22T00:45:47.968214+00:00,0.47,0.26,0.05,0.09
2022-03-22T00:45:57.855051+00:00,0.36,0.33,0.05,0.12
2022-03-22T00:46:07.738785+00:00,0.46,0.4,0.06,0.1
2022-03-22T00:46:17.643619+00:00,0.46,0.43,0.05,0.14
2022-03-22T00:46:29.125622+00:00,0.33,0.37,0.06,0.11
2022-03-22T00:46:39.008295+00:00,0.48,0.34,0.06,0.13
2022-03-22T00:46:48.905453+00:00,0.39,0.28,0.07,0.12
2022-03-22T00:46:58.798177+00:00,0.39,0.33,0.03,0.11
2022-03-22T00:47:08.644329+00:00,0.39,0.45,0.02,0.15
2022-03-22T00:47:18.541224+00:00,0.53,0.27,0.03,0.12
2022-03-22T00:47:28.391582+00:00,0.35,0.29,0.04,0.11
2022-03-22T00:47:38.405627+00:00,0.33,0.29,0.06,0.11
2022-03-22T00:47:48.267186+00:00,0.35,0.45,0.03,0.12
2022-03-22T00:47:58.135421+00:00,0.43,0.46,0.07,0.1
2022-03-22T00:48:07.974324+00:00,0.36,0.25,0.06,0.11
2022-03-22T00:48:17.846396+00:00,0.44,0.38,0.06,0.14
2022-03-22T00:48:27.686797+00:00,0.33,0.27,0.06,0.13
2022-03-22T00:48:39.165572+00:00,0.37,0.39,0.04,0.13
2022-03-22T00:48:49.085730+00:00,0.46,0.5,0.05,0.12
2022-03-22T00:48:58.972150+00:00,0.41,0.32,0.07,0.11
2022-03-22T00:49:09.009792+00:00,0.33,0.47,0.06,0.19
2022-03-22T00:49:18.993838+00:00,0.43,0.34,0.03,0.1
2022-03-22T00:49:28.897231+00:00,0.54,0.29,0.05,0.13
2022-03-22T00:49:38.770887+00:00,0.37,0.37,0.05,0.19
2022-03-22T00:49:48.643310+00:00,0.39,0.44,0.02,0.15
2022-03-22T00:49:58.497711+00:00,0.41,0.57,0.03,0.15
2022-03-22T00:50:08.345458+00:00,0.41,0.31,0.04,0.13
2022-03-22T00:50:18.186197+00:00,0.36,0.26,0.03,0.16
2022-03-22T00:50:28.050203+00:00,0.47,0.5,0.07,0.13
2022-03-22T00:50:37.903060+00:00,0.37,0.37,0.06,0.11
2022-03-22T00:50:47.804948+00:00,0.47,0.37,0.05,0.11
2022-03-22T00:50:57.669778+00:00,0.43,0.33,0.06,0.11
2022-03-22T00:51:09.160947+00:00,0.46,0.34,0.02,0.13
2022-03-22T00:51:19.026092+00:00,0.34,0.31,0.05,0.11
2022-03-22T00:51:27.905400+00:00,0.46,0.26,0.05,0.11
2022-03-22T00:51:37.786922+00:00,0.37,0.33,0.08,0.1
2022-03-22T00:51:47.666053+00:00,0.42,0.24,0.04,0.12
2022-03-22T00:51:59.168545+00:00,0.37,0.4,0.01,0.1
2022-03-22T00:52:09.057398+00:00,0.36,0.29,0.07,0.11
2022-03-22T00:52:18.913142+00:00,0.37,0.35,0.04,0.12
2022-03-22T00:52:28.770033+00:00,0.53,0.32,0.04,0.1
2022-03-22T00:52:38.686358+00:00,0.46,0.51,0.04,0.11
2022-03-22T00:52:48.574725+00:00,0.45,0.48,0.04,0.16
2022-03-22T00:52:58.463154+00:00,0.45,0.48,0.05,0.11
2022-03-22T00:53:08.352519+00:00,0.39,0.37,0.07,0.12
2022-03-22T00:53:18.266907+00:00,0.54,0.29,0.03,0.11
2022-03-22T00:53:28.154643+00:00,0.47,0.31,0.02,0.11
2022-03-22T00:53:38.047582+00:00,0.56,0.34,0.08,0.13
2022-03-22T00:53:47.983984+00:00,0.53,0.26,0.04,0.11
2022-03-22T00:53:57.841003+00:00,0.4,0.26,0.09,0.17
2022-03-22T00:54:07.708983+00:00,0.35,0.35,0.03,0.12
2022-03-22T00:54:17.685804+00:00,0.39,0.3,0.06,0.13
2022-03-22T00:54:29.138863+00:00,0.33,0.47,0.06,0.15
2022-03-22T00:54:39.045885+00:00,0.33,0.43,0.05,0.12
2022-03-22T00:54:48.933619+00:00,0.47,0.31,0.11,0.11
2022-03-22T00:54:58.807785+00:00,0.43,0.3,0.05,0.12
2022-03-22T00:55:08.687050+00:00,0.32,0.32,0.08,0.1
2022-03-22T00:55:18.635217+00:00,0.4,0.3,0.05,0.13
2022-03-22T00:55:28.500881+00:00,0.42,0.26,0.04,0.12
2022-03-22T00:55:38.348480+00:00,0.36,0.36,0.06,0.13
2022-03-22T00:55:48.211979+00:00,0.39,0.39,0.09,0.12
2022-03-22T00:55:58.143903+00:00,0.43,0.25,0.06,0.1
2022-03-22T00:56:07.999839+00:00,0.24,0.45,0.04,0.11
2022-03-22T00:56:18.174684+00:00,0.4,0.26,0.02,0.33
2022-03-22T00:56:28.153087+00:00,0.33,0.54,0.08,0.13
2022-03-22T00:56:38.049650+00:00,0.53,0.34,0.03,0.11
2022-03-22T00:56:47.905274+00:00,0.72,0.29,0.03,0.11
2022-03-22T00:56:57.782621+00:00,0.48,0.27,0.05,0.1
2022-03-22T00:57:07.728012+00:00,0.34,0.25,0.11,0.13
2022-03-22T00:57:19.184757+00:00,0.42,0.29,0.06,0.16
2022-03-22T00:57:29.043621+00:00,0.36,0.26,0.09,0.11
2022-03-22T00:57:38.949145+00:00,0.34,0.28,0.06,0.13
2022-03-22T00:57:48.837701+00:00,0.45,0.29,0.01,0.14
2022-03-22T00:57:58.728016+00:00,0.46,0.35,0.04,0.12
2022-03-22T00:58:08.577525+00:00,0.4,0.26,0.05,0.12
2022-03-22T00:58:18.468887+00:00,0.38,0.25,0.08,0.1
2022-03-22T00:58:28.312041+00:00,0.35,0.29,0.05,0.11
2022-03-22T00:58:38.183364+00:00,0.41,0.33,0.04,0.1
2022-03-22T00:58:48.062351+00:00,0.37,0.35,0.04,0.12
2022-03-22T00:58:57.924436+00:00,0.5,0.32,0.09,0.13
2022-03-22T00:59:07.791782+00:00,0.43,0.31,0.05,0.1
2022-03-22T00:59:17.656223+00:00,0.59,0.33,0.04,0.1
2022-03-22T00:59:29.135395+00:00,0.45,0.33,0.05,0.11
2022-03-22T00:59:39.070543+00:00,0.36,0.35,0.05,0.13
2022-03-22T00:59:48.916605+00:00,0.34,0.22,0.04,0.13
2022-03-22T00:59:58.849403+00:00,0.41,0.38,0.09,0.11
2022-03-22T01:00:08.765481+00:00,0.42,0.28,0.08,0.12
2022-03-22T01:00:18.642945+00:00,0.63,0.32,0.06,0.13
2022-03-22T01:00:28.544169+00:00,0.5,0.37,0.02,0.1
2022-03-22T01:00:38.392241+00:00,0.4,0.25,0.05,0.14
2022-03-22T01:00:48.263384+00:00,0.47,0.42,0.06,0.12
2022-03-22T01:00:58.149858+00:00,0.71,0.34,0.02,0.14
2022-03-22T01:01:08.013504+00:00,0.36,0.28,0.07,0.1
2022-03-22T01:01:18.945187+00:00,0.38,0.41,0.06,0.11
2022-03-22T01:01:28.896544+00:00,0.39,0.29,0.06,0.1
2022-03-22T01:01:38.769071+00:00,0.44,0.24,0.06,0.11
2022-03-22T01:01:48.607706+00:00,0.41,0.4,0.05,0.11
2022-03-22T01:01:58.507799+00:00,0.37,0.24,0.03,0.1
2022-03-22T01:02:08.362993+00:00,0.4,0.41,0.04,0.16
2022-03-22T01:02:18.292844+00:00,0.39,0.33,0.05,0.1
2022-03-22T01:02:28.160047+00:00,0.41,0.33,0.07,0.13
2022-03-22T01:02:38.019151+00:00,0.5,0.31,0.08,0.12
2022-03-22T01:02:47.934045+00:00,0.35,0.38,0.03,0.12
2022-03-22T01:02:57.804069+00:00,0.35,0.3,0.04,0.11
2022-03-22T01:03:07.669699+00:00,0.49,0.38,0.04,0.13
2022-03-22T01:03:19.155845+00:00,0.37,0.35,0.05,0.11
2022-03-22T01:03:29.044666+00:00,0.35,0.31,0.07,0.11
2022-03-22T01:03:38.915366+00:00,0.41,0.35,0.04,0.13
2022-03-22T01:03:48.782046+00:00,0.4,0.34,0.07,0.13
2022-03-22T01:03:58.654308+00:00,0.36,0.39,0.06,0.14
2022-03-22T01:04:08.583098+00:00,0.35,0.43,0.06,0.11
2022-03-22T01:04:18.524427+00:00,0.39,0.32,0.06,0.12
2022-03-22T01:04:28.402342+00:00,0.41,0.36,0.05,0.11
