datetimeisoformat;Ch1-S;Ch2-D;PC3;PE4
2022-03-29T06:13:06.073231+00:00;0.38;0.27;0.08;0.11;
2022-03-29T06:14:05.012084+00:00;0.33;0.26;0.06;0.12;
2022-03-29T06:15:05.637795+00:00;0.37;0.27;0.02;0.12;
2022-03-29T06:16:06.133109+00:00;0.31;0.28;0.06;0.12;
2022-03-29T06:17:05.037597+00:00;0.33;0.30;0.07;0.11;
2022-03-29T06:18:05.592451+00:00;0.34;0.28;0.09;0.10;
2022-03-29T06:19:06.194353+00:00;0.39;0.32;0.03;0.11;
2022-03-29T06:20:05.351909+00:00;0.32;0.27;0.04;0.10;
2022-03-29T06:21:06.010586+00:00;0.31;0.34;0.05;0.11;
2022-03-29T06:22:04.937928+00:00;0.34;0.31;0.07;0.10;
2022-03-29T06:23:05.728255+00:00;0.31;0.27;0.03;0.10;
2022-03-29T06:24:06.211600+00:00;0.33;0.25;0.03;0.10;
2022-03-29T06:25:05.054900+00:00;0.30;0.40;0.05;0.12;
2022-03-29T06:26:05.955654+00:00;0.30;0.32;0.06;0.11;
2022-03-29T06:27:04.771890+00:00;0.29;0.29;0.05;0.11;
2022-03-29T06:28:05.284738+00:00;0.29;0.36;0.03;0.11;
2022-03-29T06:29:05.748803+00:00;0.28;0.28;0.05;0.10;
2022-03-29T06:30:04.826619+00:00;0.37;0.38;0.07;0.12;
2022-03-29T06:31:05.464099+00:00;0.29;0.26;0.04;0.09;
2022-03-29T06:32:06.062797+00:00;0.29;0.27;0.02;0.11;
2022-03-29T06:33:04.899154+00:00;0.28;0.31;0.03;0.11;
2022-03-29T06:34:05.396161+00:00;0.30;0.27;0.01;0.13;
2022-03-29T06:35:05.935390+00:00;0.32;0.41;0.06;0.10;
2022-03-29T06:36:04.915174+00:00;0.34;0.41;0.03;0.11;
2022-03-29T06:37:05.630586+00:00;0.32;0.27;0.06;0.11;
2022-03-29T06:38:06.154820+00:00;0.29;0.30;0.03;0.10;
2022-03-29T06:39:05.316094+00:00;0.27;0.24;0.05;0.11;
2022-03-29T06:40:05.776563+00:00;0.34;0.27;0.04;0.11;
2022-03-29T06:41:04.773741+00:00;0.33;0.29;0.03;0.12;
2022-03-29T06:42:05.321471+00:00;0.29;0.25;0.07;0.10;
2022-03-29T06:43:05.887892+00:00;0.32;0.28;0.01;0.10;
2022-03-29T06:44:04.702925+00:00;0.32;0.28;0.04;0.10;
2022-03-29T06:45:05.330779+00:00;0.28;0.51;0.05;0.11;
2022-03-29T06:46:05.808917+00:00;0.30;0.28;0.07;0.13;
2022-03-29T06:47:04.780212+00:00;0.31;0.36;0.03;0.10;
2022-03-29T06:48:06.007046+00:00;0.42;0.26;0.05;0.13;
2022-03-29T06:49:05.063617+00:00;0.28;0.26;0.04;0.11;
2022-03-29T06:50:05.627045+00:00;0.30;0.29;0.03;0.10;
2022-03-29T06:51:06.143424+00:00;0.35;0.30;0.03;0.10;
2022-03-29T06:52:04.993459+00:00;0.26;0.30;0.06;0.11;
2022-03-29T06:53:05.613787+00:00;0.28;0.27;0.06;0.11;
2022-03-29T06:54:06.156517+00:00;0.28;0.24;0.03;0.10;
2022-03-29T06:55:05.010497+00:00;0.26;0.27;0.09;0.11;
2022-03-29T06:56:05.488457+00:00;0.29;0.29;0.02;0.12;
2022-03-29T06:57:06.082959+00:00;0.26;0.34;0.05;0.10;
2022-03-29T06:58:04.907295+00:00;0.29;0.29;0.03;0.11;
2022-03-29T06:59:05.386688+00:00;0.25;0.30;0.01;0.11;
2022-03-29T07:00:06.027746+00:00;0.29;0.25;0.02;0.10;
2022-03-29T07:01:04.956161+00:00;0.30;0.36;0.07;0.11;
2022-03-29T07:02:05.454490+00:00;0.29;0.24;0.03;0.13;
2022-03-29T07:03:06.084226+00:00;0.24;0.24;0.05;0.10;
2022-03-29T07:04:05.014248+00:00;0.23;0.33;0.06;0.12;
2022-03-29T07:05:05.630502+00:00;0.31;0.42;0.04;0.11;
2022-03-29T07:06:06.127521+00:00;0.23;0.23;0.05;0.11;
2022-03-29T07:07:05.098992+00:00;0.29;0.24;0.03;0.10;
2022-03-29T07:08:05.779977+00:00;0.28;0.28;0.04;0.11;
2022-03-29T07:09:04.712074+00:00;0.22;0.27;0.05;0.10;
2022-03-29T07:10:05.169158+00:00;0.26;0.25;0.06;0.10;
2022-03-29T07:11:05.603233+00:00;0.24;0.28;0.04;0.11;
2022-03-29T07:12:06.058525+00:00;0.26;0.25;0.04;0.10;
2022-03-29T07:13:05.255234+00:00;0.23;0.25;0.02;0.10;
2022-03-29T07:14:05.687790+00:00;0.28;0.26;0.07;0.10;
2022-03-29T07:15:06.168312+00:00;0.25;0.31;0.05;0.09;
2022-03-29T07:16:05.030885+00:00;0.29;0.26;0.06;0.10;
2022-03-29T07:17:05.520957+00:00;0.23;0.27;0.05;0.10;
2022-03-29T07:18:06.126958+00:00;0.27;0.24;0.08;0.10;
2022-03-29T07:19:05.062899+00:00;0.26;0.35;0.05;0.11;
2022-03-29T07:20:05.545281+00:00;0.32;0.32;0.06;0.14;
2022-03-29T07:21:04.850502+00:00;0.26;0.23;0.05;0.11;
2022-03-29T07:22:05.427993+00:00;0.25;0.24;0.08;0.10;
2022-03-29T07:23:04.872752+00:00;0.25;0.36;0.04;0.10;
2022-03-29T07:24:05.502767+00:00;0.27;0.23;0.06;0.10;
2022-03-29T07:25:06.143324+00:00;0.25;0.27;0.05;0.10;
2022-03-29T07:26:05.036202+00:00;0.22;0.31;0.03;0.10;
2022-03-29T07:27:05.651899+00:00;0.23;0.23;0.07;0.11;
2022-03-29T07:28:06.139030+00:00;0.25;0.24;0.03;0.13;
2022-03-29T07:29:05.014715+00:00;0.28;0.26;0.05;0.11;
2022-03-29T07:30:05.562807+00:00;0.24;0.32;0.06;0.10;
2022-03-29T07:31:06.206977+00:00;0.24;0.24;0.07;0.12;
2022-03-29T07:32:05.276968+00:00;0.25;0.23;0.05;0.10;
2022-03-29T07:33:05.745374+00:00;0.23;0.25;0.04;0.09;
2022-03-29T07:34:04.673758+00:00;0.22;0.27;0.03;0.11;
2022-03-29T07:35:05.391268+00:00;0.24;0.22;0.06;0.08;
2022-03-29T07:36:05.877277+00:00;0.23;0.24;0.05;0.09;
2022-03-29T07:37:05.092943+00:00;0.26;0.24;0.02;0.11;
2022-03-29T07:38:05.443100+00:00;0.26;0.26;0.05;0.09;
2022-03-29T07:39:05.216191+00:00;0.27;0.36;0.05;0.10;
2022-03-29T07:40:06.080325+00:00;0.23;0.24;0.04;0.10;
2022-03-29T07:41:05.124235+00:00;0.25;0.22;0.06;0.09;
2022-03-29T07:42:05.747583+00:00;0.23;0.20;0.06;0.11;
2022-03-29T07:43:05.539505+00:00;0.22;0.24;0.04;0.11;
2022-03-29T07:44:06.024163+00:00;0.22;0.27;0.06;0.10;
2022-03-29T07:45:04.947042+00:00;0.22;0.23;0.03;0.10;
2022-03-29T07:46:05.427317+00:00;0.25;0.22;0.01;0.10;
2022-03-29T07:47:06.068932+00:00;0.22;0.20;0.03;0.09;
2022-03-29T07:48:05.294483+00:00;0.19;0.25;0.03;0.09;
2022-03-29T07:49:05.849827+00:00;0.20;0.22;0.06;0.10;
2022-03-29T07:50:05.195354+00:00;0.22;0.22;0.05;0.09;
2022-03-29T07:51:06.195616+00:00;0.27;0.25;0.04;0.11;
2022-03-29T07:52:05.331575+00:00;0.23;0.23;0.06;0.12;
2022-03-29T07:53:05.848925+00:00;0.23;0.23;0.04;0.11;
2022-03-29T07:54:05.069374+00:00;0.22;0.22;0.03;0.10;
2022-03-29T07:55:05.730664+00:00;0.24;0.21;0.03;0.10;
2022-03-29T07:56:04.752680+00:00;0.22;0.19;0.06;0.10;
2022-03-29T07:57:05.361969+00:00;0.21;0.25;0.01;0.10;
2022-03-29T07:58:06.029507+00:00;0.22;0.27;0.05;0.10;
2022-03-29T07:59:05.104431+00:00;0.21;0.21;0.05;0.11;
2022-03-29T08:00:05.838288+00:00;0.24;0.21;0.03;0.10;
2022-03-29T08:01:05.069959+00:00;0.24;0.20;0.00;0.11;
2022-03-29T08:02:05.710121+00:00;0.20;0.23;0.04;0.09;
2022-03-29T08:03:04.772114+00:00;0.18;0.27;0.05;0.10;
2022-03-29T08:04:05.393343+00:00;0.19;0.22;0.03;0.09;
2022-03-29T08:05:06.237085+00:00;0.25;0.24;0.04;0.10;
2022-03-29T08:06:05.397577+00:00;0.26;0.23;0.05;0.10;
2022-03-29T08:07:05.975484+00:00;0.27;0.29;0.09;0.12;
2022-03-29T08:08:04.893143+00:00;0.21;0.27;0.07;0.10;
2022-03-29T08:09:05.788655+00:00;0.23;0.28;0.03;0.10;
2022-03-29T08:10:04.747653+00:00;0.23;0.24;0.04;0.11;
2022-03-29T08:11:05.378173+00:00;0.28;0.20;0.07;0.10;
2022-03-29T08:12:05.987490+00:00;0.21;0.21;0.06;0.09;
2022-03-29T08:13:05.081391+00:00;0.30;0.25;0.05;0.10;
2022-03-29T08:14:05.680586+00:00;0.20;0.19;0.03;0.09;
2022-03-29T08:15:04.864488+00:00;0.21;0.25;0.05;0.11;
2022-03-29T08:16:05.416852+00:00;0.21;0.21;0.04;0.10;
2022-03-29T08:17:06.049404+00:00;0.20;0.20;0.03;0.12;
2022-03-29T08:18:05.211237+00:00;0.22;0.25;0.01;0.09;
2022-03-29T08:19:04.639588+00:00;0.20;0.23;0.07;0.10;
2022-03-29T08:20:05.129368+00:00;0.21;0.33;0.05;0.10;
2022-03-29T08:21:06.207619+00:00;0.23;0.25;0.04;0.08;
2022-03-29T08:22:05.440082+00:00;0.19;0.20;0.00;0.09;
2022-03-29T08:23:06.078101+00:00;0.20;0.27;0.03;0.09;
2022-03-29T08:24:05.118132+00:00;0.20;0.19;0.05;0.08;
2022-03-29T08:25:06.184904+00:00;0.22;0.23;0.05;0.12;
2022-03-29T08:26:05.270137+00:00;0.20;0.21;0.03;0.09;
2022-03-29T08:27:05.921772+00:00;0.20;0.23;0.06;0.10;
2022-03-29T08:28:05.337911+00:00;0.17;0.25;0.05;0.08;
2022-03-29T08:29:05.944750+00:00;0.19;0.19;0.04;0.12;
2022-03-29T08:30:05.133668+00:00;0.18;0.20;0.03;0.10;
2022-03-29T08:31:05.700661+00:00;0.21;0.16;0.07;0.10;
2022-03-29T08:32:04.742492+00:00;0.18;0.21;0.04;0.09;
2022-03-29T08:33:05.640636+00:00;0.18;0.21;0.06;0.09;
2022-03-29T08:34:04.923666+00:00;0.19;0.17;0.04;0.10;
2022-03-29T08:35:05.598873+00:00;0.18;0.20;0.03;0.08;
2022-03-29T08:36:06.151291+00:00;0.20;0.33;0.02;0.09;
2022-03-29T08:37:05.253114+00:00;0.17;0.17;0.07;0.09;
2022-03-29T08:38:04.663095+00:00;0.20;0.17;0.04;0.09;
2022-03-29T08:39:05.558430+00:00;0.18;0.17;0.05;0.09;
2022-03-29T08:40:06.237413+00:00;0.18;0.18;0.00;0.09;
2022-03-29T08:41:05.323346+00:00;0.18;0.16;0.04;0.09;
2022-03-29T08:42:06.025611+00:00;0.14;0.18;0.04;0.09;
2022-03-29T08:43:05.170576+00:00;0.19;0.18;0.06;0.09;
2022-03-29T08:44:05.847634+00:00;0.17;0.16;0.02;0.09;
2022-03-29T08:45:04.902316+00:00;0.17;0.22;0.01;0.11;
2022-03-29T08:46:05.694773+00:00;0.18;0.28;0.03;0.10;
2022-03-29T08:47:04.974534+00:00;0.23;0.20;0.04;0.12;
2022-03-29T08:48:05.838948+00:00;0.18;0.32;0.05;0.10;
2022-03-29T08:49:04.783023+00:00;0.17;0.19;0.06;0.09;
2022-03-29T08:50:05.623852+00:00;0.17;0.19;0.05;0.10;
2022-03-29T08:51:04.985860+00:00;0.19;0.17;0.04;0.10;
2022-03-29T08:52:06.055320+00:00;0.17;0.17;0.05;0.09;
2022-03-29T08:53:05.405113+00:00;0.21;0.19;0.04;0.09;
2022-03-29T08:54:04.856659+00:00;0.18;0.15;0.07;0.10;
2022-03-29T08:55:05.478571+00:00;0.19;0.21;0.05;0.09;
2022-03-29T08:56:04.706830+00:00;0.18;0.18;0.06;0.10;
2022-03-29T08:57:05.517856+00:00;0.17;0.14;0.09;0.08;
2022-03-29T08:58:04.641053+00:00;0.18;0.16;0.05;0.11;
2022-03-29T08:59:05.226919+00:00;0.18;0.15;0.05;0.10;
2022-03-29T09:00:05.798505+00:00;0.21;0.17;0.05;0.09;
2022-03-29T09:01:05.087199+00:00;0.18;0.16;0.07;0.09;
2022-03-29T09:02:05.784273+00:00;0.18;0.13;0.03;0.09;
2022-03-29T09:03:05.107562+00:00;0.18;0.15;0.03;0.09;
2022-03-29T09:04:05.933689+00:00;0.17;0.14;0.04;0.09;
2022-03-29T09:05:05.443674+00:00;0.16;0.14;0.03;0.10;
2022-03-29T09:06:06.075462+00:00;0.17;0.14;0.03;0.10;
2022-03-29T09:07:06.146211+00:00;0.16;0.16;0.04;0.09;
2022-03-29T09:08:05.134879+00:00;0.18;0.15;0.04;0.09;
2022-03-29T09:09:05.899432+00:00;0.16;0.14;0.05;0.09;
2022-03-29T09:10:05.051503+00:00;0.17;0.14;0.08;0.09;
2022-03-29T09:11:05.876236+00:00;0.17;0.18;0.03;0.10;
2022-03-29T09:12:04.872341+00:00;0.17;0.13;0.03;0.09;
2022-03-29T09:13:05.526248+00:00;0.16;0.15;0.02;0.09;
2022-03-29T09:14:06.140125+00:00;0.16;0.14;0.08;0.09;
2022-03-29T09:15:05.296569+00:00;0.15;0.14;0.05;0.09;
2022-03-29T09:16:06.139621+00:00;0.15;0.18;0.05;0.10;
2022-03-29T09:17:05.306251+00:00;0.15;0.12;0.03;0.09;
2022-03-29T09:18:05.964871+00:00;0.16;0.14;0.04;0.09;
2022-03-29T09:19:05.365754+00:00;0.16;0.13;0.06;0.10;
2022-03-29T09:20:06.057721+00:00;0.16;0.15;0.04;0.09;
2022-03-29T09:21:05.186944+00:00;0.17;0.13;0.07;0.10;
2022-03-29T09:22:06.052521+00:00;0.16;0.19;0.07;0.10;
2022-03-29T09:23:05.199041+00:00;0.16;0.13;0.08;0.09;
2022-03-29T09:24:05.865655+00:00;0.17;0.13;0.02;0.10;
2022-03-29T09:25:05.003986+00:00;0.15;0.15;0.02;0.10;
2022-03-29T09:26:05.588856+00:00;0.15;0.13;0.02;0.09;
2022-03-29T09:27:04.764662+00:00;0.15;0.13;0.04;0.10;
2022-03-29T09:28:05.382654+00:00;0.15;0.14;0.03;0.09;
2022-03-29T09:29:06.185873+00:00;0.15;0.19;0.03;0.09;
2022-03-29T09:30:05.896021+00:00;0.15;0.19;0.04;0.09;
2022-03-29T09:31:05.270370+00:00;0.16;0.14;0.07;0.09;
2022-03-29T09:32:05.968206+00:00;0.15;0.16;0.05;0.09;
2022-03-29T09:33:05.097557+00:00;0.15;0.19;0.07;0.08;
2022-03-29T09:34:05.910882+00:00;0.16;0.16;0.02;0.09;
2022-03-29T09:35:05.177861+00:00;0.15;0.17;0.03;0.09;
2022-03-29T09:36:05.817034+00:00;0.15;0.17;0.05;0.11;
2022-03-29T09:37:06.111423+00:00;0.18;0.19;0.04;0.09;
2022-03-29T09:38:05.147907+00:00;0.15;0.16;0.03;0.09;
2022-03-29T09:39:05.795427+00:00;0.16;0.17;0.08;0.11;
2022-03-29T09:40:04.884911+00:00;0.17;0.21;0.04;0.09;
2022-03-29T09:41:05.475982+00:00;0.16;0.17;0.05;0.09;
2022-03-29T09:42:06.115735+00:00;0.17;0.00;0.01;0.09;
2022-03-29T09:43:05.424569+00:00;0.17;0.00;0.08;0.09;
2022-03-29T09:44:04.651916+00:00;0.16;0.00;0.07;0.09;
2022-03-29T09:45:05.373492+00:00;0.15;0.00;0.05;0.10;
2022-03-29T09:46:06.003446+00:00;0.17;0.00;0.01;0.09;
2022-03-29T09:47:05.017170+00:00;0.16;0.00;0.06;0.10;
2022-03-29T09:48:05.968467+00:00;0.17;0.00;0.10;0.08;
2022-03-29T09:49:04.988041+00:00;0.17;0.00;0.02;0.10;
2022-03-29T09:50:05.887892+00:00;0.17;0.00;0.03;0.09;
2022-03-29T09:51:04.866896+00:00;0.16;0.00;0.05;0.09;
2022-03-29T09:52:05.542919+00:00;0.18;0.00;0.05;0.10;
2022-03-29T09:53:04.688414+00:00;0.17;0.00;0.01;0.09;
2022-03-29T09:54:05.723207+00:00;0.16;0.00;0.06;0.09;
2022-03-29T09:55:04.837907+00:00;0.15;0.00;0.03;0.09;
2022-03-29T09:56:05.397502+00:00;0.18;0.00;0.01;0.09;
2022-03-29T09:57:06.046947+00:00;0.16;0.00;0.06;0.09;
2022-03-29T09:58:04.940829+00:00;0.15;0.00;0.02;0.09;
2022-03-29T09:59:05.540100+00:00;0.15;0.00;0.01;0.10;
2022-03-29T10:00:06.209948+00:00;0.15;0.00;0.09;0.10;
2022-03-29T10:01:05.194460+00:00;0.16;0.00;0.00;0.09;
2022-03-29T10:02:06.130707+00:00;0.15;0.00;0.03;0.09;
2022-03-29T10:03:05.193069+00:00;0.18;0.00;0.02;0.10;
2022-03-29T10:04:05.935157+00:00;0.16;0.00;0.06;0.09;
2022-03-29T10:05:04.994535+00:00;0.16;0.00;0.07;0.10;
2022-03-29T10:06:05.780095+00:00;0.16;0.00;0.06;0.12;
2022-03-29T10:07:04.867465+00:00;0.19;0.00;0.07;0.10;
2022-03-29T10:08:05.476365+00:00;0.17;0.00;0.03;0.10;
2022-03-29T10:09:06.044239+00:00;0.16;0.00;0.03;0.09;
2022-03-29T10:10:05.208841+00:00;0.17;0.00;0.08;0.10;
2022-03-29T10:11:05.918487+00:00;0.15;0.00;0.06;0.09;
2022-03-29T10:12:04.926304+00:00;0.16;0.00;0.04;0.10;
2022-03-29T10:13:05.691753+00:00;0.16;0.00;0.12;0.09;
2022-03-29T10:14:05.140686+00:00;0.16;0.00;0.08;0.10;
2022-03-29T10:15:06.186801+00:00;0.16;0.00;0.07;0.09;
2022-03-29T10:16:05.596174+00:00;0.15;0.00;0.04;0.09;
2022-03-29T10:17:04.733805+00:00;0.16;0.00;0.04;0.09;
2022-03-29T10:18:05.421434+00:00;0.13;0.00;0.06;0.09;
2022-03-29T10:19:05.978614+00:00;0.14;0.00;0.04;0.10;
2022-03-29T10:20:04.988199+00:00;0.16;0.00;0.05;0.09;
2022-03-29T10:21:05.911036+00:00;0.14;0.00;0.04;0.10;
2022-03-29T10:22:05.161041+00:00;0.14;0.00;0.06;0.09;
2022-03-29T10:23:05.795715+00:00;0.14;0.00;0.07;0.09;
2022-03-29T10:24:05.060743+00:00;0.14;0.00;0.06;0.08;
2022-03-29T10:25:05.789961+00:00;0.13;0.00;0.03;0.10;
2022-03-29T10:26:05.123896+00:00;0.14;0.00;0.04;0.10;
2022-03-29T10:27:05.728792+00:00;0.15;0.00;0.03;0.09;
2022-03-29T10:28:04.772238+00:00;0.14;0.00;0.04;0.10;
2022-03-29T10:29:05.465316+00:00;0.14;0.00;0.01;0.09;
2022-03-29T10:30:06.103332+00:00;0.16;0.00;0.07;0.11;
2022-03-29T10:31:05.371777+00:00;0.15;0.00;0.06;0.09;
2022-03-29T10:32:06.112700+00:00;0.17;0.00;0.02;0.09;
2022-03-29T10:33:05.266910+00:00;0.17;0.00;0.01;0.10;
2022-03-29T10:34:05.819707+00:00;0.16;0.00;0.04;0.10;
2022-03-29T10:35:05.008523+00:00;0.16;0.10;0.06;0.10;
2022-03-29T10:36:05.843109+00:00;0.16;0.14;0.08;0.09;
2022-03-29T10:37:05.112172+00:00;0.15;0.17;0.04;0.09;
2022-03-29T10:38:06.174171+00:00;0.17;0.15;0.09;0.09;
2022-03-29T10:39:05.473914+00:00;0.16;0.15;0.03;0.09;
2022-03-29T10:40:06.207003+00:00;0.15;0.20;0.08;0.10;
2022-03-29T10:41:05.281417+00:00;0.15;0.14;0.04;0.10;
2022-03-29T10:42:06.031060+00:00;0.14;0.12;0.06;0.09;
2022-03-29T10:43:04.973025+00:00;0.14;0.14;0.04;0.08;
2022-03-29T10:44:05.831049+00:00;0.15;0.17;0.07;0.09;
2022-03-29T10:45:04.894968+00:00;0.15;0.21;0.03;0.09;
2022-03-29T10:46:05.507537+00:00;0.14;0.16;0.05;0.12;
2022-03-29T10:47:06.068398+00:00;0.13;0.27;0.02;0.09;
2022-03-29T10:48:05.340460+00:00;0.14;0.16;0.06;0.09;
2022-03-29T10:49:06.001419+00:00;0.14;0.20;0.01;0.08;
2022-03-29T10:50:05.203227+00:00;0.16;0.16;0.03;0.09;
2022-03-29T10:51:06.018564+00:00;0.14;0.19;0.06;0.09;
2022-03-29T10:52:05.313493+00:00;0.14;0.16;0.07;0.08;
2022-03-29T10:53:06.106558+00:00;0.13;0.17;0.05;0.09;
2022-03-29T10:54:05.238146+00:00;0.15;0.18;0.02;0.09;
2022-03-29T10:55:05.986952+00:00;0.14;0.19;0.02;0.08;
2022-03-29T10:56:05.128041+00:00;0.14;0.21;0.05;0.08;
2022-03-29T10:57:06.128405+00:00;0.14;0.15;0.02;0.09;
2022-03-29T10:58:05.255465+00:00;0.13;0.18;0.03;0.09;
2022-03-29T10:59:05.963035+00:00;0.13;0.16;0.03;0.09;
2022-03-29T11:00:05.386437+00:00;0.14;0.21;0.03;0.09;
2022-03-29T11:01:06.082859+00:00;0.13;0.14;0.05;0.09;
2022-03-29T11:02:05.429862+00:00;0.15;0.15;0.04;0.09;
2022-03-29T11:03:06.201205+00:00;0.14;0.15;0.07;0.09;
2022-03-29T11:04:05.296879+00:00;0.15;0.17;0.02;0.09;
2022-03-29T11:05:06.092030+00:00;0.12;0.22;0.05;0.08;
2022-03-29T11:06:05.195013+00:00;0.13;0.17;0.05;0.09;
2022-03-29T11:07:06.126890+00:00;0.13;0.12;0.02;0.08;
2022-03-29T11:08:05.344249+00:00;0.13;0.19;0.01;0.08;
2022-03-29T11:09:06.052588+00:00;0.12;0.13;0.06;0.09;
2022-03-29T11:10:05.164653+00:00;0.12;0.17;0.07;0.09;
2022-03-29T11:11:05.908122+00:00;0.12;0.14;0.03;0.09;
2022-03-29T11:12:05.247919+00:00;0.11;0.13;0.04;0.08;
2022-03-29T11:13:05.871806+00:00;0.12;0.13;0.04;0.09;
2022-03-29T11:14:05.016102+00:00;0.12;0.11;0.01;0.09;
2022-03-29T11:15:05.571974+00:00;0.13;0.11;0.07;0.08;
2022-03-29T11:16:04.693695+00:00;0.11;0.11;0.03;0.09;
2022-03-29T11:17:05.645563+00:00;0.11;0.14;0.07;0.09;
2022-03-29T11:18:04.685969+00:00;0.11;0.12;0.06;0.09;
2022-03-29T11:19:05.318065+00:00;0.12;0.17;0.03;0.10;
2022-03-29T11:20:05.830685+00:00;0.13;0.13;0.01;0.08;
2022-03-29T11:21:05.091915+00:00;0.12;0.14;0.03;0.09;
2022-03-29T11:22:05.826512+00:00;0.12;0.16;0.02;0.09;
2022-03-29T11:23:04.875889+00:00;0.13;0.15;0.04;0.09;
2022-03-29T11:24:05.704325+00:00;0.12;0.15;0.03;0.09;
2022-03-29T11:25:04.931691+00:00;0.13;0.16;0.08;0.10;
2022-03-29T11:26:05.746966+00:00;0.11;0.12;0.06;0.09;
2022-03-29T11:27:04.724173+00:00;0.13;0.13;0.04;0.09;
2022-03-29T11:28:05.249578+00:00;0.15;0.14;0.00;0.09;
2022-03-29T11:29:04.800695+00:00;0.13;0.11;0.01;0.09;
2022-03-29T11:30:05.452950+00:00;0.13;0.13;0.07;0.09;
2022-03-29T11:31:06.023850+00:00;0.13;0.11;0.03;0.10;
2022-03-29T11:32:05.498718+00:00;0.13;0.15;0.00;0.08;
2022-03-29T11:33:06.018827+00:00;0.13;0.15;0.01;0.09;
2022-03-29T11:34:05.367870+00:00;0.17;0.14;0.03;0.09;
2022-03-29T11:35:05.846375+00:00;0.13;0.12;0.01;0.10;
2022-03-29T11:36:04.908423+00:00;0.14;0.12;0.02;0.11;
2022-03-29T11:37:06.096003+00:00;0.13;0.15;0.04;0.09;
2022-03-29T11:38:05.179184+00:00;0.13;0.11;0.05;0.11;
2022-03-29T11:39:05.853118+00:00;0.15;0.14;0.05;0.10;
2022-03-29T11:40:04.859346+00:00;0.13;0.12;0.07;0.09;
2022-03-29T11:41:05.673194+00:00;0.12;0.14;0.03;0.10;
2022-03-29T11:42:05.315336+00:00;0.14;0.16;0.03;0.09;
2022-03-29T11:43:06.002623+00:00;0.13;0.13;0.04;0.09;
2022-03-29T11:44:05.069368+00:00;0.15;0.14;0.02;0.10;
2022-03-29T11:45:05.726620+00:00;0.18;0.13;0.02;0.11;
2022-03-29T11:46:04.824018+00:00;0.14;0.17;0.04;0.09;
2022-03-29T11:47:05.596838+00:00;0.14;0.13;0.05;0.09;
2022-03-29T11:48:06.219516+00:00;0.14;0.15;0.01;0.08;
2022-03-29T11:49:05.479494+00:00;0.14;0.13;0.03;0.10;
2022-03-29T11:50:04.822151+00:00;0.14;0.16;0.04;0.09;
2022-03-29T11:51:05.697979+00:00;0.14;0.14;0.03;0.10;
2022-03-29T11:52:04.908304+00:00;0.13;0.16;0.04;0.09;
2022-03-29T11:53:05.700314+00:00;0.15;0.14;0.02;0.09;
2022-03-29T11:54:04.790725+00:00;0.13;0.14;0.03;0.08;
2022-03-29T11:55:05.640184+00:00;0.13;0.15;0.06;0.08;
2022-03-29T11:56:04.778306+00:00;0.13;0.12;0.03;0.08;
2022-03-29T11:57:05.989595+00:00;0.13;0.12;0.00;0.08;
2022-03-29T11:58:05.174959+00:00;0.12;0.12;0.07;0.09;
2022-03-29T11:59:05.924901+00:00;0.13;0.12;0.00;0.08;
2022-03-29T12:00:05.402539+00:00;0.13;0.15;0.03;0.08;
2022-03-29T12:01:06.081834+00:00;0.13;0.13;0.05;0.08;
2022-03-29T12:02:05.361145+00:00;0.14;0.12;0.04;0.09;
2022-03-29T12:03:06.095127+00:00;0.15;0.12;0.01;0.10;
2022-03-29T12:04:05.082208+00:00;0.15;0.14;0.04;0.10;
2022-03-29T12:05:05.911446+00:00;0.13;0.13;0.07;0.09;
2022-03-29T12:06:05.092430+00:00;0.16;0.15;0.01;0.09;
2022-03-29T12:07:05.889024+00:00;0.14;0.12;0.02;0.10;
2022-03-29T12:08:05.112359+00:00;0.14;0.13;0.03;0.09;
2022-03-29T12:09:05.781440+00:00;0.14;0.13;0.00;0.09;
2022-03-29T12:10:04.782239+00:00;0.12;0.11;0.03;0.09;
2022-03-29T12:11:05.423346+00:00;0.13;0.15;0.08;0.09;
2022-03-29T12:12:06.038274+00:00;0.12;0.12;0.01;0.09;
2022-03-29T12:13:04.989662+00:00;0.13;0.17;0.01;0.08;
2022-03-29T12:14:05.962546+00:00;0.12;0.14;0.08;0.09;
2022-03-29T12:15:05.281944+00:00;0.13;0.12;0.02;0.09;
2022-03-29T12:16:06.028605+00:00;0.14;0.13;0.05;0.10;
2022-03-29T12:17:05.224037+00:00;0.16;0.16;0.03;0.09;
2022-03-29T12:18:05.892163+00:00;0.14;0.14;0.04;0.09;
2022-03-29T12:19:04.989675+00:00;0.14;0.14;0.05;0.09;
2022-03-29T12:20:05.707477+00:00;0.12;0.17;0.00;0.08;
2022-03-29T12:21:04.736380+00:00;0.13;0.14;0.03;0.10;
2022-03-29T12:22:05.295892+00:00;0.12;0.14;0.04;0.09;
2022-03-29T12:23:06.060977+00:00;0.13;0.15;0.04;0.09;
2022-03-29T12:24:05.122386+00:00;0.13;0.15;0.05;0.09;
2022-03-29T12:25:05.788985+00:00;0.13;0.41;0.05;0.10;
2022-03-29T12:26:04.882156+00:00;0.13;0.19;0.05;0.09;
2022-03-29T12:27:05.503876+00:00;0.12;0.16;0.03;0.09;
2022-03-29T12:28:06.112474+00:00;0.15;0.16;0.03;0.12;
2022-03-29T12:29:05.002941+00:00;0.14;0.15;0.05;0.09;
