datetimeisoformat;Ch1-S;Ch2-D;PC3;PE4
2022-03-29T18:47:05.543017+00:00;0.37;0.23;0.06;0.10;
2022-03-29T18:48:04.777645+00:00;0.38;0.21;0.03;0.12;
2022-03-29T18:49:05.697814+00:00;0.35;0.26;0.04;0.11;
2022-03-29T18:50:06.215201+00:00;0.39;0.21;0.04;0.12;
2022-03-29T18:51:05.427540+00:00;0.35;0.27;0.05;0.12;
2022-03-29T18:52:06.125752+00:00;0.34;0.20;0.06;0.15;
2022-03-29T18:53:05.081854+00:00;0.68;0.26;0.07;0.11;
2022-03-29T18:54:05.729479+00:00;0.36;0.21;0.04;0.12;
2022-03-29T18:55:04.789141+00:00;0.42;0.29;0.04;0.12;
2022-03-29T18:56:05.614154+00:00;0.35;0.29;0.06;0.10;
2022-03-29T18:57:06.212009+00:00;0.44;0.24;0.07;0.11;
2022-03-29T18:58:05.239581+00:00;0.37;0.21;0.05;0.11;
2022-03-29T18:59:06.155259+00:00;0.35;0.27;0.07;0.11;
2022-03-29T19:00:05.294317+00:00;0.37;0.20;0.07;0.12;
2022-03-29T19:01:05.937609+00:00;0.34;0.20;0.05;0.10;
2022-03-29T19:02:04.930840+00:00;0.46;0.22;0.09;0.12;
2022-03-29T19:03:05.572594+00:00;0.33;0.21;0.04;0.12;
2022-03-29T19:04:06.220963+00:00;0.35;0.28;0.03;0.14;
2022-03-29T19:05:05.243196+00:00;0.36;0.20;0.04;0.10;
2022-03-29T19:06:06.084990+00:00;0.35;0.22;0.05;0.12;
2022-03-29T19:07:05.242904+00:00;0.47;0.23;0.06;0.12;
2022-03-29T19:08:06.137936+00:00;0.37;0.23;0.02;0.12;
2022-03-29T19:09:05.113734+00:00;0.38;0.44;0.04;0.10;
2022-03-29T19:10:05.695268+00:00;0.34;0.21;0.06;0.11;
2022-03-29T19:11:04.693414+00:00;0.42;0.23;0.01;0.11;
2022-03-29T19:12:05.363992+00:00;0.36;0.24;0.04;0.11;
2022-03-29T19:13:06.027495+00:00;0.34;0.27;0.04;0.14;
2022-03-29T19:14:05.186247+00:00;0.48;0.23;0.05;0.11;
2022-03-29T19:15:05.826225+00:00;0.40;0.22;0.05;0.14;
2022-03-29T19:16:04.826932+00:00;0.35;0.19;0.07;0.12;
2022-03-29T19:17:05.587551+00:00;0.38;0.26;0.06;0.12;
2022-03-29T19:18:04.672825+00:00;0.42;0.23;0.08;0.10;
2022-03-29T19:19:05.770460+00:00;0.39;0.20;0.04;0.11;
2022-03-29T19:20:04.858842+00:00;0.52;0.20;0.06;0.17;
2022-03-29T19:21:05.748409+00:00;0.33;0.20;0.02;0.12;
2022-03-29T19:22:04.735896+00:00;0.34;0.20;0.06;0.11;
2022-03-29T19:23:05.349701+00:00;0.35;0.23;0.05;0.11;
2022-03-29T19:24:05.992512+00:00;0.36;0.18;0.07;0.10;
2022-03-29T19:25:04.955967+00:00;0.47;0.23;0.07;0.09;
2022-03-29T19:26:05.754256+00:00;0.40;0.23;0.03;0.11;
2022-03-29T19:27:04.783788+00:00;0.52;0.28;0.03;0.11;
2022-03-29T19:28:05.621906+00:00;0.36;0.25;0.02;0.11;
2022-03-29T19:29:04.663905+00:00;0.45;0.32;0.04;0.12;
2022-03-29T19:30:05.307038+00:00;0.41;0.21;0.04;0.11;
2022-03-29T19:31:06.054745+00:00;0.42;0.20;0.02;0.11;
2022-03-29T19:32:05.439644+00:00;0.39;0.23;0.08;0.12;
2022-03-29T19:33:06.004942+00:00;0.37;0.23;0.05;0.12;
2022-03-29T19:34:05.092500+00:00;0.36;0.21;0.05;0.11;
2022-03-29T19:35:05.732357+00:00;0.39;0.22;0.03;0.12;
2022-03-29T19:36:04.733181+00:00;0.35;0.30;0.06;0.12;
2022-03-29T19:37:05.482435+00:00;0.36;0.22;0.02;0.11;
2022-03-29T19:38:06.178280+00:00;0.37;0.26;0.04;0.16;
2022-03-29T19:39:05.331881+00:00;0.35;0.23;0.09;0.11;
2022-03-29T19:40:05.960726+00:00;0.41;0.21;0.08;0.12;
2022-03-29T19:41:05.043512+00:00;0.36;0.18;0.02;0.16;
2022-03-29T19:42:05.780825+00:00;0.39;0.20;0.07;0.10;
2022-03-29T19:43:04.849013+00:00;0.42;0.25;0.06;0.14;
2022-03-29T19:44:05.562324+00:00;0.43;0.19;0.06;0.11;
2022-03-29T19:45:06.195669+00:00;0.42;0.34;0.01;0.10;
2022-03-29T19:46:05.235757+00:00;0.38;0.21;0.03;0.12;
2022-03-29T19:47:05.898849+00:00;0.40;0.19;0.04;0.10;
2022-03-29T19:48:04.800975+00:00;0.38;0.20;0.03;0.20;
2022-03-29T19:49:05.465162+00:00;0.41;0.24;0.05;0.12;
2022-03-29T19:50:05.990641+00:00;0.39;0.32;0.06;0.11;
2022-03-29T19:51:05.013057+00:00;0.37;0.29;0.08;0.11;
2022-03-29T19:52:05.873311+00:00;0.46;0.18;0.07;0.10;
2022-03-29T19:53:05.016705+00:00;0.48;0.19;0.06;0.11;
2022-03-29T19:54:05.696282+00:00;0.35;0.20;0.04;0.12;
2022-03-29T19:55:04.923470+00:00;0.41;0.27;0.05;0.11;
2022-03-29T19:56:05.556253+00:00;0.39;0.21;0.06;0.12;
2022-03-29T19:57:04.708628+00:00;0.35;0.19;0.04;0.10;
2022-03-29T19:58:05.362395+00:00;0.31;0.19;0.07;0.14;
2022-03-29T19:59:06.093503+00:00;0.41;0.20;0.02;0.12;
2022-03-29T20:00:05.417044+00:00;0.39;0.19;0.05;0.13;
2022-03-29T20:01:06.112942+00:00;0.34;0.20;0.06;0.14;
2022-03-29T20:02:05.300003+00:00;0.37;0.21;0.05;0.15;
2022-03-29T20:03:06.209898+00:00;0.37;0.23;0.05;0.13;
2022-03-29T20:04:05.329043+00:00;0.37;0.23;0.04;0.15;
2022-03-29T20:05:05.959612+00:00;0.36;0.27;0.06;0.12;
2022-03-29T20:06:05.122302+00:00;0.35;0.24;0.05;0.11;
2022-03-29T20:07:05.875300+00:00;0.34;0.21;0.05;0.11;
2022-03-29T20:08:05.049240+00:00;0.33;0.18;0.04;0.13;
2022-03-29T20:09:05.586611+00:00;0.33;0.19;0.09;0.12;
2022-03-29T20:10:04.884686+00:00;0.33;0.20;0.06;0.12;
2022-03-29T20:11:05.717830+00:00;0.35;0.22;0.04;0.13;
2022-03-29T20:12:04.710611+00:00;0.42;0.25;0.04;0.14;
2022-03-29T20:13:05.442241+00:00;0.33;0.27;0.01;0.11;
2022-03-29T20:14:06.118902+00:00;0.37;0.36;0.05;0.12;
2022-03-29T20:15:05.117218+00:00;0.37;0.30;0.05;0.14;
2022-03-29T20:16:05.902064+00:00;0.35;0.20;0.05;0.14;
2022-03-29T20:17:04.949909+00:00;0.33;0.22;0.06;0.12;
2022-03-29T20:18:04.940566+00:00;0.36;0.27;0.06;0.12;
2022-03-29T20:19:05.728780+00:00;0.38;0.19;0.07;0.12;
2022-03-29T20:20:04.784608+00:00;0.33;0.19;0.09;0.11;
2022-03-29T20:21:05.772643+00:00;0.34;0.19;0.06;0.13;
2022-03-29T20:22:04.996031+00:00;0.36;0.24;0.05;0.12;
2022-03-29T20:23:05.904832+00:00;0.35;0.24;0.01;0.14;
2022-03-29T20:24:04.907332+00:00;0.37;0.24;0.04;0.12;
2022-03-29T20:25:05.742946+00:00;0.33;0.21;0.03;0.12;
2022-03-29T20:26:04.723752+00:00;0.35;0.23;0.03;0.12;
2022-03-29T20:27:05.427363+00:00;0.34;0.19;0.03;0.11;
2022-03-29T20:28:06.137195+00:00;0.36;0.27;0.03;0.12;
2022-03-29T20:29:05.253549+00:00;0.37;0.21;0.02;0.12;
2022-03-29T20:30:06.051411+00:00;0.35;0.23;0.05;0.10;
2022-03-29T20:31:05.108282+00:00;0.38;0.20;0.07;0.12;
2022-03-29T20:32:06.055356+00:00;0.36;0.24;0.06;0.11;
2022-03-29T20:33:05.183381+00:00;0.36;0.31;0.07;0.13;
2022-03-29T20:34:05.735155+00:00;0.38;0.31;0.05;0.12;
2022-03-29T20:35:04.721682+00:00;0.46;0.22;0.08;0.10;
2022-03-29T20:36:06.057615+00:00;0.41;0.22;0.03;0.11;
2022-03-29T20:37:05.104433+00:00;0.39;0.26;0.07;0.12;
2022-03-29T20:38:05.940222+00:00;0.34;0.28;0.03;0.13;
2022-03-29T20:39:05.110333+00:00;0.35;0.20;0.05;0.11;
2022-03-29T20:40:05.896423+00:00;0.36;0.44;0.03;0.13;
2022-03-29T20:41:04.848146+00:00;0.35;0.41;0.05;0.11;
2022-03-29T20:42:05.566006+00:00;0.37;0.26;0.06;0.15;
2022-03-29T20:43:04.920651+00:00;0.31;0.36;0.06;0.10;
2022-03-29T20:44:05.525682+00:00;0.39;0.28;0.06;0.11;
2022-03-29T20:45:04.709676+00:00;0.35;0.24;0.06;0.11;
2022-03-29T20:46:05.443945+00:00;0.36;0.30;0.07;0.12;
2022-03-29T20:47:06.147568+00:00;0.42;0.25;0.07;0.10;
2022-03-29T20:48:05.353072+00:00;0.32;0.22;0.06;0.10;
2022-03-29T20:49:06.065601+00:00;0.41;0.29;0.04;0.10;
2022-03-29T20:50:05.030289+00:00;0.37;0.24;0.06;0.11;
2022-03-29T20:51:06.169238+00:00;0.31;0.25;0.08;0.11;
2022-03-29T20:52:05.305491+00:00;0.36;0.25;0.06;0.11;
2022-03-29T20:53:06.087662+00:00;0.41;0.22;0.05;0.12;
2022-03-29T20:54:05.351517+00:00;0.38;0.32;0.04;0.13;
2022-03-29T20:55:06.107661+00:00;0.38;0.27;0.06;0.11;
2022-03-29T20:56:05.936590+00:00;0.34;0.21;0.06;0.11;
2022-03-29T20:57:05.247476+00:00;0.36;0.28;0.04;0.11;
2022-03-29T20:58:05.946701+00:00;0.39;0.37;0.00;0.10;
2022-03-29T20:59:05.062442+00:00;0.33;0.31;0.06;0.11;
2022-03-29T21:00:05.897494+00:00;0.34;0.22;0.04;0.12;
2022-03-29T21:01:05.087946+00:00;0.39;0.24;0.09;0.12;
2022-03-29T21:02:05.898388+00:00;0.36;0.25;0.05;0.12;
2022-03-29T21:03:04.833919+00:00;0.33;0.22;0.01;0.11;
2022-03-29T21:04:05.676037+00:00;0.36;0.31;0.07;0.13;
2022-03-29T21:05:04.835090+00:00;0.35;0.23;0.04;0.12;
2022-03-29T21:06:05.777036+00:00;0.31;0.20;0.06;0.12;
2022-03-29T21:07:05.071679+00:00;0.31;0.22;0.06;0.12;
2022-03-29T21:08:05.807169+00:00;0.41;0.21;0.08;0.11;
2022-03-29T21:09:04.823727+00:00;0.32;0.20;0.07;0.13;
2022-03-29T21:10:05.435645+00:00;0.40;0.22;0.04;0.12;
2022-03-29T21:11:04.649813+00:00;0.31;0.19;0.06;0.14;
2022-03-29T21:12:05.131193+00:00;0.42;0.19;0.08;0.11;
2022-03-29T21:13:05.694905+00:00;0.38;0.22;0.04;0.12;
2022-03-29T21:14:04.782309+00:00;0.38;0.24;0.06;0.12;
2022-03-29T21:15:05.836822+00:00;0.32;0.21;0.06;0.13;
2022-03-29T21:16:05.004813+00:00;0.33;0.26;0.03;0.11;
2022-03-29T21:17:05.857166+00:00;0.35;0.21;0.07;0.11;
2022-03-29T21:18:04.984201+00:00;0.34;0.19;0.05;0.11;
2022-03-29T21:19:05.929814+00:00;0.35;0.21;0.05;0.12;
2022-03-29T21:20:04.991768+00:00;0.37;0.25;0.07;0.11;
2022-03-29T21:21:05.721421+00:00;0.43;0.20;0.08;0.10;
2022-03-29T21:22:04.723050+00:00;0.36;0.22;0.05;0.11;
2022-03-29T21:23:05.462073+00:00;0.30;0.21;0.06;0.12;
2022-03-29T21:24:06.193442+00:00;0.34;0.20;0.06;0.11;
2022-03-29T21:25:05.285681+00:00;0.33;0.28;0.06;0.11;
2022-03-29T21:26:04.621889+00:00;0.34;0.21;0.08;0.12;
2022-03-29T21:27:05.327433+00:00;0.36;0.21;0.05;0.11;
2022-03-29T21:28:06.137268+00:00;0.36;0.28;0.05;0.13;
2022-03-29T21:29:05.261337+00:00;0.30;0.25;0.01;0.11;
2022-03-29T21:30:05.899577+00:00;0.35;0.26;0.03;0.12;
2022-03-29T21:31:05.256642+00:00;0.34;0.23;0.05;0.11;
2022-03-29T21:32:05.894919+00:00;0.38;0.21;0.07;0.10;
2022-03-29T21:33:04.902563+00:00;0.33;0.24;0.07;0.11;
2022-03-29T21:34:05.633574+00:00;0.32;0.20;0.08;0.10;
2022-03-29T21:35:04.775604+00:00;0.36;0.26;0.06;0.11;
2022-03-29T21:36:05.612883+00:00;0.35;0.34;0.04;0.12;
2022-03-29T21:37:04.688825+00:00;0.39;0.21;0.04;0.10;
2022-03-29T21:38:05.331990+00:00;0.37;0.20;0.06;0.15;
2022-03-29T21:39:06.098390+00:00;0.37;0.20;0.03;0.13;
2022-03-29T21:40:05.131790+00:00;0.37;0.23;0.06;0.11;
2022-03-29T21:41:05.852083+00:00;0.33;0.27;0.05;0.12;
2022-03-29T21:42:05.080111+00:00;0.35;0.26;0.06;0.11;
2022-03-29T21:43:06.161378+00:00;0.41;0.26;0.02;0.11;
2022-03-29T21:44:05.265839+00:00;0.34;0.36;0.05;0.10;
2022-03-29T21:45:05.912007+00:00;0.38;0.23;0.07;0.14;
2022-03-29T21:46:04.946941+00:00;0.32;0.25;0.07;0.10;
2022-03-29T21:47:05.929107+00:00;0.42;0.22;0.06;0.11;
2022-03-29T21:48:04.915306+00:00;0.40;0.25;0.08;0.13;
2022-03-29T21:49:05.777296+00:00;0.31;0.22;0.04;0.10;
2022-03-29T21:50:04.874496+00:00;0.37;0.30;0.03;0.10;
2022-03-29T21:51:05.546245+00:00;0.32;0.21;0.05;0.12;
2022-03-29T21:52:04.659344+00:00;0.39;0.27;0.03;0.11;
2022-03-29T21:53:05.448087+00:00;0.35;0.22;0.01;0.12;
2022-03-29T21:54:06.116926+00:00;0.40;0.31;0.07;0.10;
2022-03-29T21:55:05.295902+00:00;0.41;0.28;0.06;0.12;
2022-03-29T21:56:05.966586+00:00;0.40;0.27;0.04;0.12;
2022-03-29T21:57:05.041163+00:00;0.34;0.19;0.05;0.13;
2022-03-29T21:58:05.662836+00:00;0.40;0.24;0.01;0.12;
2022-03-29T21:59:04.916369+00:00;0.37;0.22;0.04;0.10;
2022-03-29T22:00:06.037434+00:00;0.35;0.23;0.05;0.10;
2022-03-29T22:01:05.465047+00:00;0.37;0.20;0.03;0.10;
2022-03-29T22:02:05.373872+00:00;0.33;0.23;0.03;0.12;
2022-03-29T22:03:05.921458+00:00;0.35;0.22;0.04;0.13;
2022-03-29T22:04:04.727024+00:00;0.35;0.21;0.07;0.15;
2022-03-29T22:05:05.519634+00:00;0.33;0.21;0.06;0.10;
2022-03-29T22:06:04.743641+00:00;0.42;0.31;0.04;0.14;
2022-03-29T22:07:05.640329+00:00;0.35;0.25;0.07;0.12;
2022-03-29T22:08:04.691461+00:00;0.38;0.25;0.03;0.13;
2022-03-29T22:09:05.598618+00:00;0.39;0.22;0.05;0.13;
2022-03-29T22:10:06.195428+00:00;0.37;0.19;0.03;0.12;
2022-03-29T22:11:05.304966+00:00;0.34;0.23;0.05;0.10;
2022-03-29T22:12:06.003301+00:00;0.32;0.27;0.05;0.12;
2022-03-29T22:13:04.983967+00:00;0.36;0.21;0.04;0.11;
2022-03-29T22:14:05.692031+00:00;0.38;0.22;0.04;0.12;
2022-03-29T22:15:04.676363+00:00;0.38;0.23;0.02;0.10;
2022-03-29T22:16:05.501890+00:00;0.34;0.23;0.04;0.12;
2022-03-29T22:17:06.210060+00:00;0.34;0.21;0.04;0.11;
2022-03-29T22:18:05.144002+00:00;0.35;0.33;0.04;0.12;
2022-03-29T22:19:05.995665+00:00;0.41;0.24;0.06;0.12;
2022-03-29T22:20:05.012104+00:00;0.37;0.26;0.06;0.11;
2022-03-29T22:21:05.776612+00:00;0.33;0.32;0.05;0.12;
2022-03-29T22:22:04.934346+00:00;0.43;0.28;0.04;0.11;
2022-03-29T22:23:05.928228+00:00;0.37;0.21;0.04;0.13;
2022-03-29T22:24:05.030882+00:00;0.37;0.20;0.04;0.12;
2022-03-29T22:25:05.803003+00:00;0.32;0.20;0.05;0.15;
2022-03-29T22:26:04.894728+00:00;0.33;0.27;0.04;0.13;
2022-03-29T22:27:05.687831+00:00;0.33;0.29;0.05;0.10;
2022-03-29T22:28:04.970615+00:00;0.35;0.26;0.03;0.11;
2022-03-29T22:29:05.680965+00:00;0.35;0.21;0.05;0.13;
2022-03-29T22:30:04.928968+00:00;0.45;0.21;0.06;0.10;
2022-03-29T22:31:05.679762+00:00;0.35;0.23;0.07;0.15;
2022-03-29T22:32:04.757465+00:00;0.33;0.22;0.04;0.11;
2022-03-29T22:33:05.717906+00:00;0.44;0.21;0.06;0.09;
2022-03-29T22:34:04.889954+00:00;0.34;0.28;0.03;0.13;
2022-03-29T22:35:05.481289+00:00;0.43;0.18;0.05;0.10;
2022-03-29T22:36:06.195403+00:00;0.34;0.23;0.03;0.14;
2022-03-29T22:37:05.210920+00:00;0.35;0.30;0.02;0.10;
2022-03-29T22:38:06.003930+00:00;0.33;0.29;0.08;0.12;
2022-03-29T22:39:05.135076+00:00;0.33;0.28;0.06;0.14;
2022-03-29T22:40:05.640085+00:00;0.37;0.29;0.07;0.13;
2022-03-29T22:41:04.686167+00:00;0.38;0.22;0.04;0.12;
2022-03-29T22:42:05.545741+00:00;0.34;0.23;0.05;0.13;
2022-03-29T22:43:05.047644+00:00;0.37;0.21;0.05;0.11;
2022-03-29T22:44:05.674307+00:00;0.36;0.21;0.05;0.11;
2022-03-29T22:45:05.043693+00:00;0.34;0.21;0.06;0.11;
2022-03-29T22:46:05.698217+00:00;0.40;0.38;0.04;0.12;
2022-03-29T22:47:04.677263+00:00;0.37;0.24;0.07;0.11;
2022-03-29T22:48:05.491169+00:00;0.34;0.23;0.07;0.12;
2022-03-29T22:49:04.639685+00:00;0.41;0.21;0.03;0.11;
2022-03-29T22:50:05.233642+00:00;0.56;0.27;0.07;0.12;
2022-03-29T22:51:06.014889+00:00;0.41;0.33;0.01;0.11;
2022-03-29T22:52:05.108995+00:00;0.62;0.21;0.05;0.13;
2022-03-29T22:53:05.921206+00:00;0.38;0.25;0.05;0.11;
2022-03-29T22:54:04.849807+00:00;0.38;0.21;0.05;0.11;
2022-03-29T22:55:05.757345+00:00;0.37;0.27;0.04;0.11;
2022-03-29T22:56:04.811688+00:00;0.37;0.22;0.04;0.11;
2022-03-29T22:57:05.462996+00:00;0.43;0.19;0.03;0.15;
2022-03-29T22:58:06.150107+00:00;0.41;0.24;0.04;0.13;
2022-03-29T22:59:05.374353+00:00;0.35;0.26;0.05;0.12;
2022-03-29T23:00:04.675932+00:00;0.31;0.30;0.06;0.13;
2022-03-29T23:01:05.365446+00:00;0.34;0.22;0.05;0.11;
2022-03-29T23:02:06.219419+00:00;0.38;0.27;0.01;0.12;
2022-03-29T23:03:05.210053+00:00;0.34;0.23;0.03;0.11;
2022-03-29T23:04:05.991465+00:00;0.35;0.19;0.05;0.11;
2022-03-29T23:05:05.698445+00:00;0.43;0.24;0.01;0.10;
2022-03-29T23:06:04.644898+00:00;0.37;0.22;0.06;0.12;
2022-03-29T23:07:05.270265+00:00;0.31;0.25;0.04;0.13;
2022-03-29T23:08:05.842685+00:00;0.49;0.20;0.04;0.11;
2022-03-29T23:09:05.009689+00:00;0.50;0.29;0.09;0.11;
2022-03-29T23:10:05.722749+00:00;0.36;0.20;0.06;0.10;
2022-03-29T23:11:04.971622+00:00;0.38;0.20;0.05;0.14;
2022-03-29T23:12:05.815976+00:00;0.42;0.21;0.04;0.13;
2022-03-29T23:13:05.294792+00:00;0.37;0.26;0.04;0.12;
2022-03-29T23:14:06.132391+00:00;0.30;0.26;0.03;0.10;
2022-03-29T23:15:05.198937+00:00;0.37;0.25;0.05;0.12;
2022-03-29T23:16:06.117496+00:00;0.38;0.22;0.04;0.11;
2022-03-29T23:17:05.222955+00:00;0.56;0.20;0.05;0.11;
2022-03-29T23:18:05.914382+00:00;0.51;0.24;0.05;0.10;
2022-03-29T23:19:04.997334+00:00;0.41;0.25;0.07;0.10;
2022-03-29T23:20:05.718798+00:00;0.40;0.22;0.06;0.14;
2022-03-29T23:21:04.652551+00:00;0.35;0.27;0.05;0.11;
2022-03-29T23:22:05.688953+00:00;0.37;0.33;0.07;0.12;
2022-03-29T23:23:04.934197+00:00;0.34;0.31;0.07;0.11;
2022-03-29T23:24:05.724565+00:00;0.36;0.22;0.03;0.12;
2022-03-29T23:25:04.772196+00:00;0.34;0.24;0.05;0.11;
2022-03-29T23:26:05.598173+00:00;0.32;0.35;0.07;0.11;
2022-03-29T23:27:04.639081+00:00;0.43;0.21;0.05;0.11;
2022-03-29T23:28:05.433136+00:00;0.42;0.42;0.05;0.11;
2022-03-29T23:29:06.169260+00:00;0.30;0.24;0.05;0.12;
2022-03-29T23:30:05.591660+00:00;0.39;0.22;0.07;0.11;
2022-03-29T23:31:04.636142+00:00;0.42;0.32;0.09;0.13;
2022-03-29T23:32:05.525262+00:00;0.43;0.21;0.03;0.12;
2022-03-29T23:33:06.085446+00:00;0.37;0.28;0.04;0.11;
2022-03-29T23:34:05.192142+00:00;0.44;0.21;0.05;0.12;
2022-03-29T23:35:05.869801+00:00;0.38;0.39;0.04;0.10;
2022-03-29T23:36:04.989465+00:00;0.32;0.19;0.06;0.12;
2022-03-29T23:37:05.753774+00:00;0.40;0.29;0.03;0.11;
2022-03-29T23:38:04.998143+00:00;0.41;0.26;0.05;0.10;
2022-03-29T23:39:05.708483+00:00;0.51;0.44;0.05;0.10;
2022-03-29T23:40:04.765042+00:00;0.45;0.26;0.04;0.16;
2022-03-29T23:41:05.501317+00:00;0.38;0.22;0.06;0.11;
2022-03-29T23:42:04.943809+00:00;0.46;0.29;0.06;0.14;
2022-03-29T23:43:05.674461+00:00;0.39;0.22;0.03;0.11;
2022-03-29T23:44:04.763327+00:00;0.44;0.23;0.05;0.13;
2022-03-29T23:45:05.515628+00:00;0.36;0.29;0.10;0.14;
2022-03-29T23:46:06.224794+00:00;0.31;0.20;0.02;0.10;
2022-03-29T23:47:05.236011+00:00;0.33;0.19;0.07;0.11;
2022-03-29T23:48:05.833330+00:00;0.45;0.24;0.04;0.10;
2022-03-29T23:49:04.840282+00:00;0.33;0.27;0.04;0.11;
2022-03-29T23:50:05.554529+00:00;0.39;0.22;0.07;0.11;
2022-03-29T23:51:06.168550+00:00;0.36;0.27;0.05;0.12;
2022-03-29T23:52:05.283992+00:00;0.32;0.22;0.04;0.19;
2022-03-29T23:53:05.855939+00:00;0.36;0.26;0.06;0.11;
2022-03-29T23:54:04.924792+00:00;0.44;0.21;0.03;0.11;
2022-03-29T23:55:05.621936+00:00;0.37;0.24;0.04;0.11;
2022-03-29T23:56:04.663973+00:00;0.36;0.21;0.03;0.13;
2022-03-29T23:57:05.240392+00:00;0.38;0.27;0.05;0.12;
2022-03-29T23:58:05.940997+00:00;0.36;0.22;0.01;0.13;
2022-03-29T23:59:05.245129+00:00;0.40;0.23;0.08;0.14;
