datetimeisoformat,tmp1,tmp2,tmp3,tmp4,tmp5,tmp6,tmp7,tmp8,tmp9,tmp10,tmp11,tmp12,tmp13
2022-09-12T00:00:00Z,24.03,23.96,23.67,23.65,23.49,22.82,19.43,14.87,13.36,12.66,10.94,9.2,8.68
2022-09-12T00:01:00Z,24.04,23.94,23.68,23.65,0,22.91,19.48,14.87,13.37,12.67,0,9.12,8.71
2022-09-12T00:02:00Z,24.04,23.94,23.68,23.65,23.58,22.92,19.46,14.85,13.37,12.67,10.72,9.12,8.71
2022-09-12T00:03:00Z,24.04,23.94,23.68,23.65,23.58,22.93,19.46,14.83,13.37,12.67,10.72,9.12,8.71
2022-09-12T00:04:00Z,24.03,23.95,23.67,23.65,23.58,22.94,19.46,14.84,13.38,12.67,10.72,9.1,8.72
2022-09-12T00:05:00Z,24.03,23.95,23.67,23.65,23.57,22.89,19.44,14.84,13.38,12.67,10.66,9.05,8.72
2022-09-12T00:06:00Z,24.03,23.95,23.66,23.65,23.58,22.85,19.38,14.83,13.38,12.66,10.6,9.01,8.72
2022-09-12T00:07:00Z,24.03,23.95,23.66,23.65,23.58,22.87,19.45,14.85,13.38,12.66,10.55,8.98,8.72
2022-09-12T00:08:00Z,24.03,23.94,23.66,23.65,23.59,22.88,19.51,14.88,13.38,12.66,10.5,8.96,8.72
2022-09-12T00:09:00Z,24.03,23.93,23.65,23.65,23.59,22.9,19.6,14.88,13.38,12.64,10.46,8.95,8.72
2022-09-12T00:10:00Z,24.03,23.93,23.65,23.65,23.59,22.9,19.59,14.88,13.38,12.64,10.49,8.94,8.72
2022-09-12T00:11:00Z,24.03,23.91,23.65,23.65,23.59,22.87,19.54,14.9,13.38,12.65,10.56,8.95,8.72
2022-09-12T00:12:00Z,24.03,23.91,23.64,23.65,23.59,22.83,19.47,14.92,13.38,12.66,10.62,8.96,8.72
2022-09-12T00:13:00Z,24.02,23.92,23.64,23.65,23.59,22.79,19.42,14.91,13.38,12.66,10.64,8.96,8.72
2022-09-12T00:14:00Z,24.02,23.92,23.64,23.65,23.59,22.76,19.38,14.9,13.38,12.66,10.61,8.96,8.73
2022-09-12T00:15:00Z,24.01,23.92,23.64,23.65,23.59,22.77,19.31,14.89,13.38,12.64,10.59,8.96,8.73
2022-09-12T00:16:00Z,24.01,23.92,23.64,23.65,23.58,22.8,19.29,14.89,13.38,12.61,10.57,8.96,8.73
2022-09-12T00:17:00Z,24.01,23.91,23.64,23.65,23.58,22.79,19.2,14.91,13.39,12.6,10.55,8.95,8.73
2022-09-12T00:18:00Z,24.01,23.91,23.64,23.65,23.58,22.76,18.97,14.93,13.4,12.57,10.55,8.94,8.73
2022-09-12T00:19:00Z,24.01,23.91,23.64,23.65,23.57,22.77,18.68,14.95,13.4,12.53,10.58,8.94,8.73
2022-09-12T00:20:00Z,24.01,23.92,23.64,23.65,23.56,22.81,18.49,14.96,13.4,12.45,10.62,8.93,8.73
2022-09-12T00:21:00Z,24,23.92,23.64,23.64,23.56,22.86,18.25,14.95,13.39,12.37,10.65,8.93,8.73
2022-09-12T00:22:00Z,24,23.91,23.64,23.64,23.56,22.88,18.16,14.92,13.39,12.29,10.68,8.93,8.73
2022-09-12T00:23:00Z,24,23.91,23.64,23.65,23.56,22.89,17.98,14.9,13.39,12.25,10.71,8.93,8.72
2022-09-12T00:24:00Z,24,23.91,23.64,23.65,23.56,22.9,17.83,14.91,13.39,12.23,10.72,8.93,8.72
2022-09-12T00:25:00Z,24,23.92,23.64,23.65,23.56,22.92,17.79,14.91,13.39,12.23,10.72,8.92,8.71
2022-09-12T00:26:00Z,24,23.92,23.64,23.64,23.56,22.95,17.77,14.9,13.4,12.2,10.71,8.91,8.71
2022-09-12T00:27:00Z,23.99,23.92,23.64,23.65,23.56,22.97,17.77,14.87,13.4,12.15,10.7,8.91,8.71
2022-09-12T00:28:00Z,23.99,23.92,23.64,23.65,23.56,22.97,17.75,14.86,13.4,12.12,10.69,8.9,8.71
2022-09-12T00:29:00Z,23.98,23.92,23.65,23.64,23.57,22.95,17.73,14.86,13.4,12.11,10.66,8.9,8.71
2022-09-12T00:30:00Z,23.98,23.92,23.65,23.64,23.57,22.93,17.73,14.86,13.4,12.11,10.6,8.89,8.71
2022-09-12T00:31:00Z,23.99,23.93,23.66,23.64,23.57,22.95,17.67,14.86,13.4,12.1,10.56,8.89,8.71
2022-09-12T00:32:00Z,23.98,23.96,23.67,23.64,23.57,22.96,17.58,14.87,13.4,12.09,10.54,8.89,8.71
2022-09-12T00:33:00Z,23.98,23.95,23.68,23.64,23.57,22.97,17.54,14.89,13.4,12.09,10.5,8.9,8.71
2022-09-12T00:34:00Z,23.99,23.95,23.68,23.65,23.57,22.98,17.59,14.88,13.4,12.09,10.45,8.91,8.7
2022-09-12T00:35:00Z,23.99,23.95,23.69,23.65,23.57,22.98,17.76,14.81,13.4,12.08,10.4,8.91,8.7
2022-09-12T00:36:00Z,23.99,23.95,23.69,23.65,23.57,22.99,17.84,14.73,13.4,12.08,10.37,8.92,8.69
2022-09-12T00:37:00Z,23.99,23.95,23.69,23.65,23.57,22.97,17.94,14.73,13.4,12.09,10.38,8.93,8.69
2022-09-12T00:38:00Z,23.99,23.95,23.69,23.65,23.57,22.96,17.98,14.77,13.4,12.13,10.4,8.94,8.69
2022-09-12T00:39:00Z,23.98,23.95,23.69,23.65,23.57,22.95,18.04,14.8,13.4,12.15,10.41,8.94,8.69
2022-09-12T00:40:00Z,23.98,23.95,23.69,23.65,23.57,22.93,18.09,14.83,13.4,12.13,10.39,8.94,8.69
2022-09-12T00:41:00Z,23.98,23.96,23.69,23.65,23.57,22.9,18.27,14.85,13.4,12.12,10.36,8.95,8.69
2022-09-12T00:42:00Z,23.98,23.95,23.69,23.65,23.57,22.9,18.35,14.87,13.4,12.12,10.33,8.95,8.68
2022-09-12T00:43:00Z,23.97,23.95,23.69,23.65,23.57,22.91,18.47,14.9,13.4,12.15,10.31,8.94,8.68
2022-09-12T00:44:00Z,23.97,23.94,23.68,23.65,23.58,22.9,18.6,14.92,13.41,12.18,10.3,8.94,8.68
2022-09-12T00:45:00Z,23.97,23.96,23.68,23.65,23.58,22.89,18.75,14.95,13.41,12.21,10.32,8.94,8.68
2022-09-12T00:46:00Z,23.96,23.97,23.68,23.65,23.58,22.86,18.77,14.96,13.41,12.2,10.33,8.94,8.68
2022-09-12T00:47:00Z,23.96,23.95,23.67,23.65,23.58,22.85,18.87,14.97,13.41,12.18,10.32,8.95,8.67
2022-09-12T00:48:00Z,23.96,23.94,23.67,23.64,23.58,22.83,19.06,14.98,13.41,12.17,10.32,8.97,8.65
2022-09-12T00:49:00Z,23.97,23.93,23.67,23.64,23.58,22.82,19.19,15,13.42,12.2,10.34,8.98,8.65
2022-09-12T00:50:00Z,23.97,23.93,23.67,23.64,23.57,22.8,19.38,15.03,13.42,12.24,10.36,8.98,8.64
2022-09-12T00:51:00Z,23.96,23.94,23.66,23.64,23.57,22.8,19.52,15.05,13.42,12.26,10.35,8.98,8.64
2022-09-12T00:52:00Z,23.94,23.96,23.66,23.64,23.57,22.8,19.72,15.08,13.42,12.26,10.34,8.99,8.64
2022-09-12T00:53:00Z,23.94,23.97,23.66,23.64,23.57,22.8,19.86,15.09,13.43,12.25,10.31,8.99,8.65
2022-09-12T00:54:00Z,23.94,23.98,23.66,23.64,23.57,22.8,19.98,15.09,13.43,12.28,10.28,8.99,8.64
2022-09-12T00:55:00Z,23.95,23.98,23.66,23.64,23.57,22.81,20.02,15.09,13.43,12.32,10.27,9,8.62
2022-09-12T00:56:00Z,23.95,23.95,23.66,23.65,23.57,22.82,20.05,15.08,13.43,12.37,10.26,9,8.61
2022-09-12T00:57:00Z,23.95,23.94,23.66,23.65,23.57,22.8,20.04,15.07,13.43,12.36,10.26,9,8.61
2022-09-12T00:58:00Z,23.95,23.93,23.66,23.65,23.58,22.82,20.04,15.07,13.43,12.35,10.26,9,8.61
2022-09-12T00:59:00Z,23.95,23.93,23.66,23.65,23.58,22.87,20.04,15.07,13.43,12.42,10.29,9.01,8.61
2022-09-12T01:00:00Z,23.95,23.93,23.66,23.65,23.58,22.91,20.05,15.09,13.44,12.5,10.32,9.03,8.6
2022-09-12T01:01:00Z,23.94,23.94,23.65,23.65,23.58,22.94,20.07,15.09,13.44,12.54,10.33,9.04,8.6
2022-09-12T01:02:00Z,23.94,23.95,23.65,23.65,23.58,22.96,20.12,15.09,13.44,12.53,10.32,9.04,8.59
2022-09-12T01:03:00Z,23.93,23.96,23.65,23.64,23.58,22.96,20.28,15.09,13.43,12.52,10.33,9.05,8.58
2022-09-12T01:04:00Z,23.93,23.97,23.65,23.64,23.58,22.95,20.36,15.11,13.44,12.51,10.35,9.05,8.57
2022-09-12T01:05:00Z,23.93,23.97,23.65,23.64,23.58,22.93,20.37,15.12,13.44,12.52,10.38,9.08,8.57
2022-09-12T01:06:00Z,23.93,23.97,23.65,23.64,23.58,22.92,20.24,15.12,13.44,12.53,10.41,9.12,8.58
2022-09-12T01:07:00Z,23.93,23.97,23.65,23.64,23.58,22.94,20.11,15.12,13.45,12.53,10.43,9.14,8.58
2022-09-12T01:08:00Z,23.94,23.96,23.66,23.64,23.59,22.97,20.03,15.11,13.46,12.53,10.44,9.16,8.58
2022-09-12T01:09:00Z,23.93,23.95,23.66,23.64,23.6,23,19.95,15.09,13.46,12.53,10.46,9.17,8.58
2022-09-12T01:10:00Z,23.93,23.96,23.66,23.64,23.61,23.01,19.9,15.09,13.46,12.53,10.49,9.19,8.57
2022-09-12T01:11:00Z,23.92,23.96,23.67,23.65,23.61,23.03,19.71,15.1,13.47,12.54,10.51,9.19,8.57
2022-09-12T01:12:00Z,23.92,23.96,23.67,23.65,23.61,23.04,19.58,15.1,13.48,12.55,10.53,9.19,8.58
2022-09-12T01:13:00Z,23.92,23.95,23.67,23.65,23.61,23.04,19.62,15.1,13.48,12.56,10.54,9.19,8.58
2022-09-12T01:14:00Z,23.91,23.95,23.67,23.65,23.61,23.04,19.62,15.09,13.48,12.55,10.54,9.18,8.59
2022-09-12T01:15:00Z,23.91,23.95,23.67,23.65,23.61,23.04,19.64,15.09,13.48,12.55,10.54,9.17,8.6
2022-09-12T01:16:00Z,23.91,23.96,23.67,23.65,23.61,23.04,19.6,15.11,13.5,12.54,10.56,9.18,8.62
2022-09-12T01:17:00Z,23.92,23.94,23.67,23.65,23.61,23.03,19.55,15.12,13.51,12.54,10.58,9.19,8.64
2022-09-12T01:18:00Z,23.92,23.93,23.67,23.65,23.61,23.02,19.6,15.11,13.51,12.54,10.6,9.2,8.65
2022-09-12T01:19:00Z,23.91,23.92,23.66,23.65,23.61,23.03,19.79,15.09,13.49,12.53,10.62,9.2,8.66
2022-09-12T01:20:00Z,23.91,23.91,23.66,23.65,23.6,23.05,19.87,15.06,13.47,12.5,10.64,9.2,8.66
2022-09-12T01:21:00Z,23.91,23.9,23.66,23.64,23.6,23.07,19.8,15.05,13.45,12.43,10.66,9.2,8.67
2022-09-12T01:22:00Z,23.91,23.89,23.65,23.64,23.6,23.06,19.97,15.05,13.45,12.39,10.7,9.2,8.67
