datetimeisoformat,ODO_sta,ODO_par1,ODO_par2,ODO_temp,ODO11_sta,ODO11_par1,ODO11_par2,ODO11_temp,PH_sta,PH_par1,PH_par2,PH_temp,C4E_sta,C4E_par1,C4E_par2,C4E_par3,C4E_temp,TUR_sta,TUR_par1,TUR_par2,TUR_par3,TUR_temp
2022-06-01T12:05:00.820051+00:00,0x20,109.39,9.92,20.23,0x20,105.662,9.944,18.43,0x20,8.521,267.535,19.83,0x20,183.245,0.098,92.502,19.82,0x20,8.189,8.189,13.84,19.87
2022-06-01T12:05:59.659548+00:00,0x20,109.388,9.935,20.15,0x20,105.692,9.947,18.43,0x20,8.521,267.758,19.78,0x20,183.57,0.098,92.666,19.73,0x20,8.089,8.089,13.52,19.83
2022-06-01T12:06:58.450515+00:00,0x20,109.392,9.932,20.17,0x20,105.691,9.946,18.44,0x20,8.52,267.991,19.8,0x20,183.392,0.098,92.576,19.79,0x20,8.003,8.003,13.22,19.82
2022-06-01T12:07:57.445744+00:00,0x20,109.354,9.916,20.23,0x20,105.736,9.951,18.43,0x20,8.519,268.198,19.83,0x20,183.331,0.098,92.546,19.82,0x20,7.676,7.676,12.82,19.84
2022-06-01T12:08:56.445633+00:00,0x20,109.351,9.913,20.25,0x20,105.766,9.954,18.43,0x20,8.518,268.38,19.83,0x20,183.346,0.098,92.553,19.82,0x20,7.611,7.611,12.84,19.9
2022-06-01T12:09:56.851228+00:00,0x20,109.32,9.891,20.34,0x20,105.821,9.958,18.44,0x20,8.518,268.522,19.89,0x20,183.145,0.098,92.452,19.89,0x20,7.628,7.628,12.73,19.93
2022-06-01T12:10:55.573750+00:00,0x20,109.377,9.917,20.23,0x20,105.833,9.959,18.44,0x20,8.517,268.703,19.84,0x20,183.43,0.098,92.595,19.82,0x20,7.662,7.662,12.45,19.9
2022-06-01T12:11:55.841222+00:00,0x20,109.408,9.919,20.24,0x20,105.884,9.965,18.43,0x20,8.518,268.829,19.87,0x20,183.348,0.098,92.554,19.84,0x20,7.749,7.749,12.46,19.91
2022-06-01T12:12:54.944612+00:00,0x20,109.42,9.903,20.32,0x20,105.934,9.969,18.43,0x20,8.52,268.899,19.92,0x20,183.175,0.098,92.467,19.89,0x20,7.962,7.962,12.8,19.93
2022-06-01T12:13:55.645754+00:00,0x20,109.498,9.905,20.35,0x20,105.95,9.971,18.43,0x20,8.522,268.969,19.91,0x20,183.099,0.098,92.428,19.92,0x20,8.719,8.719,13.97,19.97
2022-06-01T12:14:54.736249+00:00,0x20,109.641,9.961,20.14,0x20,106.006,9.972,18.45,0x20,8.524,269.069,19.8,0x20,183.814,0.099,92.789,19.73,0x20,9.272,9.272,15,19.84
2022-06-01T12:15:53.924132+00:00,0x20,109.586,9.931,20.26,0x20,106.048,9.977,18.45,0x20,8.524,269.185,19.89,0x20,183.402,0.098,92.582,19.84,0x20,9.296,9.296,15.11,19.9
2022-06-01T12:16:54.576470+00:00,0x20,109.579,9.932,20.25,0x20,106.123,9.984,18.45,0x20,8.523,269.327,19.9,0x20,183.464,0.098,92.613,19.84,0x20,9.396,9.396,15.41,19.9
2022-06-01T12:17:53.448234+00:00,0x20,109.476,9.895,20.39,0x20,106.111,9.982,18.45,0x20,8.521,269.476,20.02,0x20,183.081,0.098,92.419,19.96,0x20,9.686,9.686,15.82,19.99
2022-06-01T12:18:52.515933+00:00,0x20,109.487,9.912,20.31,0x20,106.121,9.983,18.45,0x20,8.52,269.62,19.93,0x20,183.296,0.098,92.528,19.92,0x20,10.06,10.06,16.33,19.94
2022-06-01T12:19:52.406815+00:00,0x20,109.445,9.926,20.22,0x20,106.107,9.981,18.46,0x20,8.52,269.764,19.82,0x20,183.64,0.098,92.702,19.81,0x20,10.282,10.282,16.94,19.87
2022-06-01T12:20:51.498813+00:00,0x20,109.417,9.925,20.21,0x20,106.153,9.985,18.46,0x20,8.518,269.905,19.81,0x20,183.661,0.098,92.712,19.81,0x20,10.619,10.619,17.66,19.87
2022-06-01T12:21:51.803904+00:00,0x20,109.301,9.911,20.23,0x20,106.185,9.988,18.46,0x20,8.517,270.053,19.86,0x20,183.608,0.098,92.685,19.82,0x20,11.085,11.085,18.46,19.9
2022-06-01T12:22:50.702657+00:00,0x20,109.17,9.889,20.28,0x20,106.21,9.99,18.46,0x20,8.514,270.245,19.9,0x20,183.436,0.098,92.598,19.87,0x20,12.087,12.087,19.86,19.93
2022-06-01T12:23:49.576951+00:00,0x20,109.026,9.873,20.29,0x20,106.219,9.991,18.46,0x20,8.511,270.436,19.91,0x20,183.308,0.098,92.534,19.89,0x20,11.338,11.338,18.58,19.93
2022-06-01T12:24:48.474528+00:00,0x20,108.999,9.871,20.29,0x20,106.2,9.989,18.46,0x20,8.51,270.591,19.92,0x20,183.323,0.098,92.541,19.89,0x20,10.968,10.968,17.63,19.94
2022-06-01T12:25:47.465159+00:00,0x20,108.948,9.869,20.28,0x20,106.2,9.988,18.46,0x20,8.509,270.746,19.9,0x20,183.349,0.098,92.554,19.88,0x20,10.957,10.957,17.51,19.93
2022-06-01T12:26:47.974269+00:00,0x20,108.899,9.871,20.25,0x20,106.172,9.986,18.46,0x20,8.509,270.877,19.89,0x20,183.473,0.098,92.617,19.84,0x20,10.982,10.982,17.57,19.93
2022-06-01T12:27:46.912387+00:00,0x20,108.801,9.838,20.37,0x20,106.175,9.986,18.46,0x20,8.509,270.947,19.99,0x20,183.003,0.098,92.38,19.95,0x20,10.824,10.824,17.32,19.99
2022-06-01T12:28:47.555491+00:00,0x20,108.776,9.836,20.37,0x20,106.176,9.981,18.49,0x20,8.51,271.026,19.96,0x20,183.04,0.098,92.399,19.94,0x20,10.751,10.751,17.25,20
2022-06-01T12:29:46.634481+00:00,0x20,108.804,9.838,20.37,0x20,106.169,9.968,18.55,0x20,8.509,271.146,19.97,0x20,183.085,0.098,92.421,19.96,0x20,10.654,10.654,16.97,20
2022-06-01T12:30:46.879446+00:00,0x20,108.801,9.844,20.34,0x20,106.148,9.965,18.55,0x20,8.511,271.165,19.93,0x20,183.277,0.098,92.518,19.92,0x20,10.311,10.311,16.57,19.97
2022-06-01T12:31:45.609959+00:00,0x20,108.847,9.859,20.29,0x20,106.134,9.965,18.54,0x20,8.512,271.215,19.91,0x20,183.507,0.098,92.634,19.87,0x20,9.871,9.871,15.89,19.95
2022-06-01T12:32:44.568533+00:00,0x20,108.824,9.86,20.27,0x20,106.129,9.969,18.52,0x20,8.512,271.293,19.91,0x20,183.549,0.098,92.656,19.85,0x20,8.654,8.654,14.17,19.93
2022-06-01T12:33:43.547858+00:00,0x20,108.798,9.845,20.33,0x20,106.124,9.967,18.53,0x20,8.511,271.351,19.93,0x20,183.322,0.098,92.541,19.92,0x20,8.603,8.603,14.18,19.95
2022-06-01T12:34:43.805315+00:00,0x20,108.792,9.844,20.33,0x20,106.138,9.969,18.53,0x20,8.512,271.408,19.94,0x20,183.315,0.098,92.537,19.93,0x20,8.422,8.422,14.2,19.95
2022-06-01T12:35:42.868804+00:00,0x20,108.792,9.845,20.33,0x20,106.138,9.971,18.52,0x20,8.512,271.482,19.93,0x20,183.388,0.098,92.574,19.91,0x20,8.551,8.551,14.62,19.94
2022-06-01T12:36:41.713658+00:00,0x20,108.812,9.856,20.28,0x20,106.153,9.977,18.5,0x20,8.512,271.554,19.92,0x20,183.518,0.098,92.64,19.89,0x20,8.538,8.538,14.57,19.94
2022-06-01T12:37:40.442084+00:00,0x20,108.777,9.853,20.28,0x20,106.141,9.976,18.49,0x20,8.512,271.671,19.91,0x20,183.506,0.098,92.634,19.88,0x20,8.67,8.67,14.86,19.94
2022-06-01T12:38:39.519222+00:00,0x20,108.751,9.851,20.28,0x20,106.12,9.964,18.54,0x20,8.511,271.799,19.92,0x20,183.484,0.098,92.623,19.88,0x20,8.716,8.716,14.93,19.94
2022-06-01T12:39:39.793793+00:00,0x20,108.692,9.836,20.33,0x20,106.116,9.968,18.52,0x20,8.511,271.901,19.93,0x20,183.272,0.098,92.516,19.92,0x20,8.694,8.694,14.96,19.95
2022-06-01T12:40:38.584359+00:00,0x20,108.687,9.838,20.32,0x20,106.107,9.962,18.55,0x20,8.51,272.046,19.93,0x20,183.292,0.098,92.526,19.9,0x20,9.136,9.136,15.66,19.95
2022-06-01T12:41:37.651124+00:00,0x20,108.649,9.838,20.3,0x20,106.117,9.968,18.52,0x20,8.508,272.19,19.92,0x20,183.275,0.098,92.517,19.9,0x20,9.239,9.239,15.78,19.94
2022-06-01T12:42:36.713288+00:00,0x20,108.613,9.827,20.34,0x20,106.091,9.959,18.55,0x20,8.506,272.318,19.93,0x20,183.096,0.098,92.427,19.94,0x20,9.254,9.254,15.83,19.94
2022-06-01T12:43:35.452931+00:00,0x20,108.568,9.823,20.34,0x20,106.071,9.952,18.58,0x20,8.505,272.432,19.96,0x20,183.151,0.098,92.454,19.93,0x20,9.755,9.755,16.57,19.98
2022-06-01T12:44:34.570012+00:00,0x20,108.5,9.817,20.34,0x20,106.031,9.952,18.56,0x20,8.503,272.554,19.95,0x20,183.076,0.098,92.417,19.94,0x20,9.811,9.811,16.64,19.97
2022-06-01T12:45:34.999849+00:00,0x20,108.464,9.811,20.35,0x20,106.006,9.953,18.54,0x20,8.501,272.627,19.94,0x20,183.152,0.098,92.455,19.93,0x20,9.598,9.598,16.49,19.98
2022-06-01T12:46:35.783623+00:00,0x20,108.451,9.803,20.39,0x20,106.011,9.953,18.55,0x20,8.5,272.661,19.99,0x20,183.062,0.098,92.41,19.96,0x20,9.608,9.608,16.45,20.01
2022-06-01T12:47:34.576851+00:00,0x20,108.445,9.802,20.39,0x20,106.026,9.947,18.58,0x20,8.499,272.686,19.99,0x20,183.086,0.098,92.422,19.95,0x20,10.03,10.03,16.91,20
2022-06-01T12:48:33.670532+00:00,0x20,108.423,9.787,20.45,0x20,105.963,9.94,18.59,0x20,8.498,272.682,20.05,0x20,182.804,0.098,92.279,20.04,0x20,10.508,10.508,17.64,20.05
2022-06-01T12:49:34.326303+00:00,0x20,108.407,9.784,20.46,0x20,105.965,9.953,18.53,0x20,8.496,272.701,20.04,0x20,182.876,0.098,92.316,20.04,0x20,11.23,11.23,18.66,20.05
2022-06-01T12:50:33.379639+00:00,0x20,108.429,9.773,20.53,0x20,105.869,9.919,18.65,0x20,8.494,272.793,20.12,0x20,182.73,0.098,92.242,20.1,0x20,11.281,11.281,18.65,20.14
2022-06-01T12:51:33.786015+00:00,0x20,108.496,9.776,20.54,0x20,105.824,9.9,18.72,0x20,8.492,272.905,20.12,0x20,182.731,0.098,92.243,20.11,0x20,11.764,11.764,19.41,20.16
2022-06-01T12:52:32.675521+00:00,0x20,108.523,9.772,20.57,0x20,105.86,9.907,18.7,0x20,8.49,273.061,20.16,0x20,182.697,0.098,92.225,20.15,0x20,12.453,12.453,20.4,20.17
2022-06-01T12:53:31.836754+00:00,0x20,108.554,9.777,20.56,0x20,105.86,9.905,18.71,0x20,8.489,273.174,20.15,0x20,182.831,0.098,92.293,20.14,0x20,12.576,12.576,20.65,20.17
2022-06-01T12:54:30.752660+00:00,0x20,108.616,9.782,20.57,0x20,105.933,9.918,18.68,0x20,8.487,273.337,20.15,0x20,182.913,0.098,92.334,20.14,0x20,12.912,12.912,21.21,20.17
2022-06-01T12:55:29.484422+00:00,0x20,108.655,9.784,20.58,0x20,105.879,9.887,18.81,0x20,8.485,273.483,20.17,0x20,182.889,0.098,92.323,20.15,0x20,13.31,13.31,21.2,20.17
2022-06-01T12:56:28.632123+00:00,0x20,108.704,9.791,20.56,0x20,105.85,9.866,18.89,0x20,8.483,273.648,20.14,0x20,183.114,0.098,92.436,20.11,0x20,13.092,13.092,21.01,20.16
2022-06-01T12:57:27.513428+00:00,0x20,108.741,9.8,20.53,0x20,105.85,9.865,18.9,0x20,8.482,273.767,20.12,0x20,183.301,0.098,92.53,20.07,0x20,12.43,12.43,20.08,20.16
2022-06-01T12:58:26.615558+00:00,0x20,108.758,9.809,20.49,0x20,105.878,9.867,18.9,0x20,8.482,273.857,20.09,0x20,183.342,0.098,92.551,20.07,0x20,12.314,12.314,19.95,20.15
2022-06-01T12:59:27.702465+00:00,0x20,108.794,9.812,20.5,0x20,105.906,9.865,18.93,0x20,8.483,273.891,20.1,0x20,183.37,0.098,92.565,20.07,0x20,12.067,12.067,19.56,20.15
2022-06-01T13:00:26.603161+00:00,0x20,108.795,9.816,20.48,0x20,105.914,9.875,18.88,0x20,8.485,273.819,20.08,0x20,183.45,0.098,92.606,20.04,0x20,11.852,11.852,19.17,20.12
2022-06-01T13:01:25.708341+00:00,0x20,108.793,9.813,20.49,0x20,105.916,9.889,18.81,0x20,8.488,273.692,20.1,0x20,183.388,0.098,92.574,20.07,0x20,11.792,11.792,19.05,20.14
2022-06-01T13:02:24.505948+00:00,0x20,108.842,9.817,20.49,0x20,105.903,9.894,18.78,0x20,8.492,273.483,20.1,0x20,183.441,0.098,92.601,20.07,0x20,11.634,11.634,18.92,20.14
2022-06-01T13:03:23.668777+00:00,0x20,108.893,9.819,20.5,0x20,105.823,9.866,18.88,0x20,8.497,273.298,20.1,0x20,183.496,0.098,92.629,20.07,0x20,11.617,11.617,18.71,20.15
2022-06-01T13:04:24.109026+00:00,0x20,108.965,9.83,20.48,0x20,105.823,9.871,18.86,0x20,8.502,273.033,20.08,0x20,183.527,0.098,92.644,20.07,0x20,11.782,11.782,18.81,20.13
2022-06-01T13:05:24.847062+00:00,0x20,109.027,9.836,20.48,0x20,105.871,9.901,18.74,0x20,8.508,272.788,20.08,0x20,183.582,0.098,92.672,20.06,0x20,11.991,11.991,19.55,20.13
2022-06-01T13:06:23.643606+00:00,0x20,109.094,9.842,20.48,0x20,105.831,9.905,18.7,0x20,8.513,272.525,20.08,0x20,183.58,0.098,92.671,20.06,0x20,12.355,12.355,20.07,20.14
2022-06-01T13:07:22.466612+00:00,0x20,109.192,9.851,20.48,0x20,105.74,9.883,18.76,0x20,8.518,272.269,20.08,0x20,183.624,0.098,92.693,20.05,0x20,12.718,12.718,20.57,20.14
2022-06-01T13:08:21.403563+00:00,0x20,109.303,9.861,20.48,0x20,105.721,9.886,18.74,0x20,8.523,272.042,20.08,0x20,183.629,0.098,92.696,20.05,0x20,12.362,12.362,19.9,20.11
2022-06-01T13:09:20.529897+00:00,0x20,109.357,9.864,20.49,0x20,105.719,9.879,18.77,0x20,8.526,271.849,20.09,0x20,183.532,0.098,92.647,20.07,0x20,11.765,11.765,19.2,20.13
2022-06-01T13:10:20.992193+00:00,0x20,109.413,9.868,20.49,0x20,105.733,9.878,18.78,0x20,8.529,271.679,20.1,0x20,183.508,0.098,92.635,20.08,0x20,11.831,11.831,19.29,20.14
2022-06-01T13:11:21.459679+00:00,0x20,109.407,9.865,20.51,0x20,105.764,9.882,18.78,0x20,8.53,271.561,20.11,0x20,183.557,0.098,92.66,20.06,0x20,11.436,11.436,18.6,20.15
2022-06-01T13:12:20.584240+00:00,0x20,109.404,9.864,20.51,0x20,105.8,9.89,18.76,0x20,8.53,271.496,20.12,0x20,183.508,0.098,92.635,20.06,0x20,11.365,11.365,18.53,20.16
2022-06-01T13:13:20.875799+00:00,0x20,109.402,9.859,20.53,0x20,105.805,9.89,18.76,0x20,8.529,271.443,20.13,0x20,183.329,0.098,92.545,20.09,0x20,10.977,10.977,18.14,20.16
2022-06-01T13:14:19.775099+00:00,0x20,109.414,9.865,20.51,0x20,105.744,9.864,18.85,0x20,8.529,271.389,20.11,0x20,183.408,0.098,92.584,20.06,0x20,10.994,10.994,18.28,20.16
2022-06-01T13:15:18.628433+00:00,0x20,109.418,9.865,20.51,0x20,105.783,9.873,18.83,0x20,8.528,271.348,20.12,0x20,183.395,0.098,92.578,20.06,0x20,10.756,10.756,17.81,20.16
2022-06-01T13:16:18.849180+00:00,0x20,109.429,9.865,20.52,0x20,105.844,9.89,18.77,0x20,8.527,271.349,20.11,0x20,183.421,0.098,92.591,20.06,0x20,10.809,10.809,17.82,20.16
2022-06-01T13:17:17.845839+00:00,0x20,109.41,9.865,20.51,0x20,105.891,9.911,18.69,0x20,8.526,271.356,20.12,0x20,183.453,0.098,92.607,20.06,0x20,10.674,10.674,17.74,20.16
2022-06-01T13:18:16.678618+00:00,0x20,109.375,9.862,20.51,0x20,105.866,9.893,18.77,0x20,8.525,271.395,20.11,0x20,183.426,0.098,92.593,20.06,0x20,10.555,10.555,17.65,20.16
2022-06-01T13:19:15.658440+00:00,0x20,109.377,9.865,20.5,0x20,105.803,9.879,18.81,0x20,8.524,271.417,20.1,0x20,183.416,0.098,92.588,20.07,0x20,10.911,10.911,18.07,20.15
2022-06-01T13:20:14.568717+00:00,0x20,109.34,9.859,20.51,0x20,105.761,9.866,18.85,0x20,8.522,271.488,20.11,0x20,183.449,0.098,92.605,20.06,0x20,10.747,10.747,17.86,20.16
2022-06-01T13:21:13.384666+00:00,0x20,109.32,9.851,20.54,0x20,105.763,9.867,18.85,0x20,8.52,271.565,20.13,0x20,183.338,0.098,92.549,20.1,0x20,10.685,10.685,17.86,20.16
2022-06-01T13:22:12.407170+00:00,0x20,109.283,9.844,20.56,0x20,105.758,9.861,18.88,0x20,8.519,271.576,20.13,0x20,183.334,0.098,92.547,20.11,0x20,10.323,10.323,17.22,20.16
2022-06-01T13:23:11.493352+00:00,0x20,109.26,9.842,20.56,0x20,105.728,9.84,18.97,0x20,8.519,271.569,20.14,0x20,183.392,0.098,92.576,20.11,0x20,10.085,10.085,16.69,20.16
2022-06-01T13:24:10.620380+00:00,0x20,109.272,9.843,20.56,0x20,105.705,9.832,19,0x20,8.519,271.543,20.12,0x20,183.602,0.098,92.682,20.08,0x20,9.737,9.737,16.23,20.16
2022-06-01T13:25:10.974508+00:00,0x20,109.287,9.855,20.5,0x20,105.722,9.835,18.99,0x20,8.519,271.515,20.11,0x20,183.681,0.098,92.722,20.06,0x20,10.175,10.175,17.14,20.16
2022-06-01T13:26:10.070699+00:00,0x20,109.234,9.838,20.56,0x20,105.802,9.86,18.9,0x20,8.518,271.456,20.14,0x20,183.459,0.098,92.61,20.12,0x20,10.9,10.9,18.25,20.16
2022-06-01T13:27:10.674417+00:00,0x20,109.241,9.833,20.59,0x20,105.883,9.886,18.81,0x20,8.518,271.345,20.16,0x20,183.329,0.098,92.545,20.15,0x20,11.133,11.133,18.47,20.18
2022-06-01T13:28:09.851092+00:00,0x20,109.279,9.839,20.58,0x20,105.848,9.871,18.87,0x20,8.518,271.214,20.17,0x20,183.306,0.098,92.533,20.16,0x20,11.462,11.462,18.97,20.19
2022-06-01T13:29:10.232566+00:00,0x20,109.323,9.847,20.56,0x20,105.878,9.881,18.83,0x20,8.52,271.058,20.14,0x20,183.508,0.098,92.635,20.11,0x20,11.515,11.515,19.03,20.17
2022-06-01T13:30:08.398252+00:00,0x20,109.371,9.851,20.56,0x20,105.861,9.879,18.84,0x20,8.522,270.844,20.14,0x20,183.478,0.098,92.62,20.11,0x20,11.663,11.663,19.23,20.17
2022-06-01T13:31:07.461133+00:00,0x20,109.431,9.857,20.56,0x20,105.893,9.885,18.82,0x20,8.524,270.644,20.14,0x20,183.494,0.098,92.628,20.11,0x20,11.769,11.769,19.38,20.17
2022-06-01T13:32:07.880439+00:00,0x20,109.516,9.869,20.54,0x20,105.856,9.872,18.87,0x20,8.527,270.468,20.13,0x20,183.613,0.098,92.688,20.08,0x20,11.989,11.989,19.67,20.16
2022-06-01T13:33:06.959512+00:00,0x20,109.577,9.876,20.53,0x20,105.835,9.867,18.88,0x20,8.528,270.333,20.13,0x20,183.597,0.098,92.68,20.08,0x20,12.135,12.135,19.85,20.16
2022-06-01T13:34:07.853789+00:00,0x20,109.608,9.882,20.51,0x20,105.899,9.893,18.79,0x20,8.529,270.219,20.12,0x20,183.618,0.098,92.69,20.06,0x20,12.004,12.004,19.66,20.16
2022-06-01T13:35:06.872436+00:00,0x20,109.616,9.874,20.56,0x20,105.901,9.895,18.78,0x20,8.531,270.059,20.13,0x20,183.484,0.098,92.622,20.11,0x20,11.408,11.408,18.36,20.16
2022-06-01T13:36:05.666634+00:00,0x20,109.646,9.882,20.53,0x20,105.841,9.866,18.89,0x20,8.533,269.92,20.11,0x20,183.645,0.098,92.704,20.08,0x20,10.679,10.679,17.2,20.16
2022-06-01T13:37:04.537956+00:00,0x20,109.644,9.887,20.51,0x20,105.771,9.833,19.02,0x20,8.535,269.83,20.1,0x20,183.74,0.098,92.752,20.07,0x20,10.611,10.611,17.34,20.16
2022-06-01T13:38:03.675954+00:00,0x20,109.655,9.889,20.5,0x20,105.785,9.835,19.02,0x20,8.536,269.736,20.09,0x20,183.796,0.099,92.78,20.07,0x20,10.412,10.412,16.88,20.16
2022-06-01T13:39:04.087737+00:00,0x20,109.63,9.881,20.53,0x20,105.804,9.844,18.98,0x20,8.537,269.666,20.12,0x20,183.78,0.099,92.772,20.08,0x20,10.617,10.617,17.09,20.16
2022-06-01T13:40:04.750292+00:00,0x20,109.571,9.865,20.58,0x20,105.863,9.858,18.94,0x20,8.537,269.62,20.16,0x20,183.59,0.098,92.676,20.15,0x20,10.783,10.783,17.42,20.17
2022-06-01T13:41:03.570276+00:00,0x20,109.547,9.862,20.59,0x20,105.869,9.861,18.93,0x20,8.538,269.521,20.17,0x20,183.659,0.098,92.711,20.15,0x20,10.713,10.713,17.28,20.2
2022-06-01T13:42:02.528958+00:00,0x20,109.517,9.857,20.59,0x20,105.876,9.872,18.88,0x20,8.537,269.448,20.17,0x20,183.644,0.098,92.703,20.16,0x20,10.56,10.56,16.97,20.21
2022-06-01T13:43:01.479115+00:00,0x20,109.496,9.861,20.57,0x20,105.935,9.901,18.77,0x20,8.537,269.376,20.15,0x20,183.754,0.098,92.759,20.14,0x20,10.728,10.728,17.37,20.21
2022-06-01T13:44:00.520998+00:00,0x20,109.482,9.861,20.56,0x20,105.987,9.925,18.67,0x20,8.538,269.291,20.14,0x20,183.85,0.099,92.807,20.12,0x20,10.799,10.799,17.38,20.17
2022-06-01T13:45:00.848099+00:00,0x20,109.501,9.869,20.53,0x20,106.002,9.921,18.7,0x20,8.539,269.251,20.12,0x20,184.047,0.099,92.907,20.07,0x20,11.29,11.29,18.27,20.17
2022-06-01T13:45:59.815521+00:00,0x20,109.483,9.861,20.56,0x20,105.961,9.901,18.77,0x20,8.539,269.256,20.14,0x20,183.886,0.099,92.825,20.12,0x20,11.484,11.484,18.6,20.17
2022-06-01T13:46:58.797682+00:00,0x20,109.482,9.859,20.57,0x20,105.905,9.863,18.93,0x20,8.539,269.256,20.15,0x20,183.818,0.099,92.792,20.13,0x20,11.63,11.63,18.61,20.17
2022-06-01T13:47:57.771628+00:00,0x20,109.472,9.86,20.56,0x20,105.903,9.849,19,0x20,8.538,269.311,20.15,0x20,183.886,0.099,92.826,20.13,0x20,11.823,11.823,18.92,20.17
2022-06-01T13:48:56.691648+00:00,0x20,109.471,9.859,20.57,0x20,105.836,9.808,19.17,0x20,8.538,269.348,20.15,0x20,183.82,0.099,92.792,20.14,0x20,11.224,11.224,18.09,20.18
2022-06-01T13:49:55.422683+00:00,0x20,109.472,9.849,20.62,0x20,105.795,9.789,19.25,0x20,8.538,269.349,20.19,0x20,183.666,0.098,92.715,20.18,0x20,11.138,11.138,17.9,20.26
2022-06-01T13:50:54.484706+00:00,0x20,109.476,9.835,20.69,0x20,105.843,9.812,19.16,0x20,8.538,269.282,20.24,0x20,183.431,0.098,92.596,20.24,0x20,11.711,11.711,18.92,20.27
2022-06-01T13:51:54.914331+00:00,0x20,109.529,9.832,20.73,0x20,105.862,9.818,19.13,0x20,8.539,269.149,20.29,0x20,183.343,0.098,92.551,20.27,0x20,12.745,12.745,20.5,20.3
2022-06-01T13:52:55.692972+00:00,0x20,109.648,9.851,20.69,0x20,105.907,9.841,19.04,0x20,8.541,268.976,20.23,0x20,183.464,0.098,92.613,20.24,0x20,13.085,13.085,21.05,20.29
2022-06-01T13:53:54.689039+00:00,0x20,109.785,9.866,20.67,0x20,105.849,9.805,19.19,0x20,8.545,268.742,20.21,0x20,183.715,0.098,92.739,20.17,0x20,13.066,13.066,21.02,20.28
2022-06-01T13:54:53.880660+00:00,0x20,109.941,9.896,20.59,0x20,105.763,9.787,19.24,0x20,8.548,268.505,20.18,0x20,183.781,0.099,92.773,20.15,0x20,13.131,13.131,21.08,20.27
2022-06-01T13:55:54.518027+00:00,0x20,110.057,9.901,20.62,0x20,105.816,9.837,19.02,0x20,8.552,268.161,20.21,0x20,183.641,0.098,92.702,20.18,0x20,13.157,13.157,21.04,20.27
2022-06-01T13:56:53.668657+00:00,0x20,110.174,9.91,20.63,0x20,105.75,9.835,19,0x20,8.555,267.797,20.22,0x20,183.664,0.098,92.714,20.17,0x20,12.898,12.898,20.44,20.27
2022-06-01T13:57:54.285495+00:00,0x20,110.319,9.918,20.65,0x20,105.686,9.825,19.02,0x20,8.561,267.312,20.23,0x20,183.576,0.098,92.669,20.19,0x20,12.568,12.568,19.98,20.27
2022-06-01T13:58:54.063765+00:00,0x20,110.464,9.927,20.67,0x20,105.652,9.826,19,0x20,8.565,266.843,20.24,0x20,183.573,0.098,92.668,20.21,0x20,12.639,12.639,20.09,20.27
2022-06-01T13:59:53.480437+00:00,0x20,110.57,9.931,20.7,0x20,105.638,9.828,18.99,0x20,8.569,266.389,20.26,0x20,183.38,0.098,92.57,20.26,0x20,12.164,12.164,19.25,20.28
2022-06-01T14:00:53.836610+00:00,0x20,110.635,9.932,20.72,0x20,105.629,9.827,18.98,0x20,8.573,265.964,20.29,0x20,183.4,0.098,92.58,20.27,0x20,11.542,11.542,18.26,20.31
2022-06-01T14:01:52.639353+00:00,0x20,110.637,9.921,20.78,0x20,105.658,9.842,18.93,0x20,8.575,265.612,20.33,0x20,183.203,0.098,92.481,20.31,0x20,10.344,10.344,16.49,20.34
2022-06-01T14:02:51.505738+00:00,0x20,110.7,9.937,20.73,0x20,105.62,9.839,18.92,0x20,8.576,265.275,20.31,0x20,183.319,0.098,92.54,20.29,0x20,9.841,9.841,15.57,20.34
2022-06-01T14:03:51.424170+00:00,0x20,110.683,9.936,20.72,0x20,105.584,9.839,18.91,0x20,8.576,264.97,20.31,0x20,183.389,0.098,92.575,20.29,0x20,10.493,10.493,16.6,20.35
2022-06-01T14:04:50.727581+00:00,0x20,110.656,9.923,20.78,0x20,105.547,9.824,18.96,0x20,8.574,264.701,20.33,0x20,183.359,0.098,92.56,20.32,0x20,9.812,9.812,15.68,20.37
2022-06-01T14:05:51.173686+00:00,0x20,110.664,9.922,20.79,0x20,105.55,9.816,19,0x20,8.573,264.45,20.38,0x20,183.325,0.098,92.543,20.35,0x20,9.305,9.305,14.89,20.39
2022-06-01T14:06:50.417512+00:00,0x20,110.755,9.93,20.79,0x20,105.523,9.81,19.02,0x20,8.575,264.16,20.38,0x20,183.368,0.098,92.564,20.36,0x20,9.059,9.059,14.6,20.42
2022-06-01T14:07:51.031593+00:00,0x20,110.831,9.937,20.79,0x20,105.515,9.816,18.98,0x20,8.575,263.901,20.38,0x20,183.423,0.098,92.592,20.37,0x20,8.905,8.905,14.33,20.43
2022-06-01T14:08:51.811430+00:00,0x20,110.906,9.943,20.79,0x20,105.543,9.838,18.89,0x20,8.577,263.614,20.39,0x20,183.543,0.098,92.652,20.35,0x20,8.88,8.88,14.35,20.43
2022-06-01T14:09:51.080284+00:00,0x20,111.013,9.953,20.79,0x20,105.534,9.845,18.86,0x20,8.579,263.349,20.41,0x20,183.507,0.098,92.634,20.38,0x20,9.009,9.009,14.49,20.44
2022-06-01T14:10:50.413126+00:00,0x20,111.102,9.96,20.79,0x20,105.562,9.857,18.81,0x20,8.58,263.165,20.4,0x20,183.591,0.098,92.677,20.37,0x20,9.803,9.803,15.56,20.45
